CustomerID,ActivityMonth,CohortMonth,CohortIndex
C1158,2023-08,2023-03,5
C1158,2023-09,2023-03,6
C1158,2023-10,2023-03,7
C1158,2023-11,2023-03,8
C1158,2023-12,2023-03,9
C1158,2024-01,2023-03,10
C1158,2024-02,2023-03,11
C1158,2024-03,2023-03,12
C1158,2024-04,2023-03,13
C1158,2024-05,2023-03,14
C1158,2024-06,2023-03,15
C1158,2024-07,2023-03,16
C1158,2024-08,2023-03,17
C1158,2024-09,2023-03,18
C1158,2024-10,2023-03,19
C1158,2024-11,2023-03,20
C1158,2024-12,2023-03,21
C1159,2024-09,2024-09,0
C1159,2024-10,2024-09,1
C1159,2024-11,2024-09,2
C1159,2024-12,2024-09,3
C1160,2024-12,2024-12,0
C1161,2024-05,2024-05,0
C1161,2024-06,2024-05,1
C1161,2024-07,2024-05,2
C1161,2024-08,2024-05,3
C1161,2024-09,2024-05,4
C1161,2024-10,2024-05,5
C1161,2024-11,2024-05,6
C1161,2024-12,2024-05,7
C1162,2024-09,2024-09,0
C1162,2024-10,2024-09,1
C1162,2024-11,2024-09,2
C1162,2024-12,2024-09,3
C1163,2023-09,2023-09,0
C1163,2023-10,2023-09,1
C1163,2023-11,2023-09,2
C1163,2023-12,2023-09,3
C1163,2024-01,2023-09,4
C1163,2024-02,2023-09,5
C1163,2024-03,2023-09,6
C1163,2024-04,2023-09,7
C1163,2024-05,2023-09,8
C1163,2024-06,2023-09,9
C1163,2024-07,2023-09,10
C1163,2024-08,2023-09,11
C1163,2024-09,2023-09,12
C1163,2024-10,2023-09,13
C1163,2024-11,2023-09,14
C1163,2024-12,2023-09,15
C1164,2023-10,2023-10,0
C1164,2023-11,2023-10,1
C1164,2023-12,2023-10,2
C1164,2024-01,2023-10,3
C1164,2024-02,2023-10,4
C1164,2024-03,2023-10,5
C1164,2024-04,2023-10,6
C1164,2024-05,2023-10,7
C1164,2024-06,2023-10,8
C1164,2024-07,2023-10,9
C1164,2024-08,2023-10,10
C1164,2024-09,2023-10,11
C1164,2024-10,2023-10,12
C1164,2024-11,2023-10,13
C1164,2024-12,2023-10,14
C1165,2024-03,2024-03,0
C1165,2024-04,2024-03,1
C1165,2024-05,2024-03,2
C1165,2024-06,2024-03,3
C1165,2024-07,2024-03,4
C1165,2024-08,2024-03,5
C1165,2024-09,2024-03,6
C1165,2024-10,2024-03,7
C1165,2024-11,2024-03,8
C1165,2024-12,2024-03,9
C1166,2024-08,2024-08,0
C1166,2024-09,2024-08,1
C1166,2024-10,2024-08,2
C1166,2024-11,2024-08,3
C1166,2024-12,2024-08,4
C1167,2023-04,2023-04,0
C1167,2023-05,2023-04,1
C1167,2023-06,2023-04,2
C1167,2023-07,2023-04,3
C1167,2023-08,2023-04,4
C1167,2023-09,2023-04,5
C1167,2023-10,2023-04,6
C1167,2023-11,2023-04,7
C1167,2023-12,2023-04,8
C1167,2024-01,2023-04,9
C1167,2024-02,2023-04,10
C1167,2024-03,2023-04,11
C1167,2024-04,2023-04,12
C1167,2024-05,2023-04,13
C1167,2024-06,2023-04,14
C1167,2024-07,2023-04,15
C1167,2024-08,2023-04,16
C1167,2024-09,2023-04,17
C1167,2024-10,2023-04,18
C1167,2024-11,2023-04,19
C1167,2024-12,2023-04,20
C1168,2023-10,2023-10,0
C1168,2023-11,2023-10,1
C1168,2023-12,2023-10,2
C1168,2024-01,2023-10,3
C1168,2024-02,2023-10,4
C1168,2024-03,2023-10,5
C1168,2024-04,2023-10,6
C1168,2024-05,2023-10,7
C1168,2024-06,2023-10,8
C1168,2024-07,2023-10,9
C1168,2024-08,2023-10,10
C1168,2024-09,2023-10,11
C1168,2024-10,2023-10,12
C1168,2024-11,2023-10,13
C1168,2024-12,2023-10,14
C1169,2024-09,2024-09,0
C1169,2024-10,2024-09,1
C1169,2024-11,2024-09,2
C1169,2024-12,2024-09,3
C1170,2023-12,2023-12,0
C1170,2024-01,2023-12,1
C1170,2024-02,2023-12,2
C1170,2024-03,2023-12,3
C1170,2024-04,2023-12,4
C1170,2024-05,2023-12,5
C1171,2023-11,2023-11,0
C1171,2023-12,2023-11,1
C1171,2024-01,2023-11,2
C1171,2024-02,2023-11,3
C1171,2024-03,2023-11,4
C1171,2024-04,2023-11,5
C1171,2024-05,2023-11,6
C1171,2024-06,2023-11,7
C1171,2024-07,2023-11,8
C1171,2024-08,2023-11,9
C1171,2024-09,2023-11,10
C1171,2024-10,2023-11,11
C1171,2024-11,2023-11,12
C1171,2024-12,2023-11,13
C1172,2024-11,2024-11,0
C1172,2024-12,2024-11,1
C1173,2024-09,2024-09,0
C1173,2024-10,2024-09,1
C1173,2024-11,2024-09,2
C1173,2024-12,2024-09,3
C1174,2024-08,2024-08,0
C1174,2024-09,2024-08,1
C1174,2024-10,2024-08,2
C1174,2024-11,2024-08,3
C1174,2024-12,2024-08,4
C1175,2023-05,2023-05,0
C1175,2023-06,2023-05,1
C1175,2023-07,2023-05,2
C1175,2023-08,2023-05,3
C1175,2023-09,2023-05,4
C1175,2023-10,2023-05,5
C1175,2023-11,2023-05,6
C1175,2023-12,2023-05,7
C1175,2024-01,2023-05,8
C1175,2024-02,2023-05,9
C1175,2024-03,2023-05,10
C1175,2024-04,2023-05,11
C1175,2024-05,2023-05,12
C1175,2024-06,2023-05,13
C1175,2024-07,2023-05,14
C1175,2024-08,2023-05,15
C1175,2024-09,2023-05,16
C1175,2024-10,2023-05,17
C1175,2024-11,2023-05,18
C1175,2024-12,2023-05,19
C1176,2024-08,2024-08,0
C1176,2024-09,2024-08,1
C1176,2024-10,2024-08,2
C1176,2024-11,2024-08,3
C1176,2024-12,2024-08,4
C1177,2023-11,2023-11,0
C1177,2023-12,2023-11,1
C1177,2024-01,2023-11,2
C1177,2024-02,2023-11,3
C1177,2024-03,2023-11,4
C1177,2024-04,2023-11,5
C1177,2024-05,2023-11,6
C1177,2024-06,2023-11,7
C1177,2024-07,2023-11,8
C1177,2024-08,2023-11,9
C1177,2024-09,2023-11,10
C1177,2024-10,2023-11,11
C1177,2024-11,2023-11,12
C1177,2024-12,2023-11,13
C1178,2023-06,2023-06,0
C1178,2023-07,2023-06,1
C1178,2023-08,2023-06,2
C1178,2023-09,2023-06,3
C1178,2023-10,2023-06,4
C1178,2023-11,2023-06,5
C1178,2023-12,2023-06,6
C1178,2024-01,2023-06,7
C1178,2024-02,2023-06,8
C1178,2024-03,2023-06,9
C1178,2024-04,2023-06,10
C1178,2024-05,2023-06,11
C1178,2024-06,2023-06,12
C1178,2024-07,2023-06,13
C1178,2024-08,2023-06,14
C1178,2024-09,2023-06,15
C1178,2024-10,2023-06,16
C1178,2024-11,2023-06,17
C1178,2024-12,2023-06,18
C1179,2023-08,2023-08,0
C1179,2023-09,2023-08,1
C1179,2023-10,2023-08,2
C1179,2023-11,2023-08,3
C1179,2023-12,2023-08,4
C1179,2024-01,2023-08,5
C1179,2024-02,2023-08,6
C1180,2023-08,2023-08,0
C1180,2023-09,2023-08,1
C1180,2023-10,2023-08,2
C1180,2023-11,2023-08,3
C1180,2023-12,2023-08,4
C1180,2024-01,2023-08,5
C1180,2024-02,2023-08,6
C1180,2024-03,2023-08,7
C1180,2024-04,2023-08,8
C1180,2024-05,2023-08,9
C1180,2024-06,2023-08,10
C1181,2024-09,2024-09,0
C1181,2024-10,2024-09,1
C1181,2024-11,2024-09,2
C1181,2024-12,2024-09,3
C1182,2023-09,2023-09,0
C1182,2023-10,2023-09,1
C1182,2023-11,2023-09,2
C1182,2023-12,2023-09,3
C1182,2024-01,2023-09,4
C1182,2024-02,2023-09,5
C1182,2024-03,2023-09,6
C1182,2024-04,2023-09,7
C1182,2024-05,2023-09,8
C1182,2024-06,2023-09,9
C1182,2024-07,2023-09,10
C1182,2024-08,2023-09,11
C1182,2024-09,2023-09,12
C1182,2024-10,2023-09,13
C1182,2024-11,2023-09,14
C1182,2024-12,2023-09,15
C1183,2024-04,2024-04,0
C1183,2024-05,2024-04,1
C1183,2024-06,2024-04,2
C1183,2024-07,2024-04,3
C1183,2024-08,2024-04,4
C1183,2024-09,2024-04,5
C1183,2024-10,2024-04,6
C1183,2024-11,2024-04,7
C1183,2024-12,2024-04,8
C1184,2023-04,2023-04,0
C1184,2023-05,2023-04,1
C1184,2023-06,2023-04,2
C1184,2023-07,2023-04,3
C1184,2023-08,2023-04,4
C1184,2023-09,2023-04,5
C1184,2023-10,2023-04,6
C1184,2023-11,2023-04,7
C1184,2023-12,2023-04,8
C1184,2024-01,2023-04,9
C1184,2024-02,2023-04,10
C1184,2024-03,2023-04,11
C1184,2024-04,2023-04,12
C1184,2024-05,2023-04,13
C1184,2024-06,2023-04,14
C1184,2024-07,2023-04,15
C1184,2024-08,2023-04,16
C1184,2024-09,2023-04,17
C1184,2024-10,2023-04,18
C1184,2024-11,2023-04,19
C1184,2024-12,2023-04,20
C1185,2024-08,2024-08,0
C1185,2024-09,2024-08,1
C1185,2024-10,2024-08,2
C1185,2024-11,2024-08,3
C1185,2024-12,2024-08,4
C1186,2023-10,2023-10,0
C1186,2023-11,2023-10,1
C1186,2023-12,2023-10,2
C1186,2024-01,2023-10,3
C1186,2024-02,2023-10,4
C1186,2024-03,2023-10,5
C1186,2024-04,2023-10,6
C1186,2024-05,2023-10,7
C1186,2024-06,2023-10,8
C1186,2024-07,2023-10,9
C1186,2024-08,2023-10,10
C1186,2024-09,2023-10,11
C1186,2024-10,2023-10,12
C1186,2024-11,2023-10,13
C1186,2024-12,2023-10,14
C1187,2024-03,2024-03,0
C1187,2024-04,2024-03,1
C1187,2024-05,2024-03,2
C1187,2024-06,2024-03,3
C1187,2024-07,2024-03,4
C1187,2024-08,2024-03,5
C1187,2024-09,2024-03,6
C1187,2024-10,2024-03,7
C1187,2024-11,2024-03,8
C1187,2024-12,2024-03,9
C1188,2023-07,2023-07,0
C1188,2023-08,2023-07,1
C1188,2023-09,2023-07,2
C1188,2023-10,2023-07,3
C1188,2023-11,2023-07,4
C1188,2023-12,2023-07,5
C1188,2024-01,2023-07,6
C1188,2024-02,2023-07,7
C1188,2024-03,2023-07,8
C1188,2024-04,2023-07,9
C1188,2024-05,2023-07,10
C1188,2024-06,2023-07,11
C1188,2024-07,2023-07,12
C1188,2024-08,2023-07,13
C1188,2024-09,2023-07,14
C1188,2024-10,2023-07,15
C1188,2024-11,2023-07,16
C1188,2024-12,2023-07,17
C1189,2024-08,2024-08,0
C1189,2024-09,2024-08,1
C1189,2024-10,2024-08,2
C1189,2024-11,2024-08,3
C1189,2024-12,2024-08,4
C1190,2023-02,2023-02,0
C1190,2023-03,2023-02,1
C1190,2023-04,2023-02,2
C1190,2023-05,2023-02,3
C1190,2023-06,2023-02,4
C1190,2023-07,2023-02,5
C1190,2023-08,2023-02,6
C1190,2023-09,2023-02,7
C1190,2023-10,2023-02,8
C1190,2023-11,2023-02,9
C1190,2023-12,2023-02,10
C1190,2024-01,2023-02,11
C1190,2024-02,2023-02,12
C1190,2024-03,2023-02,13
C1190,2024-04,2023-02,14
C1190,2024-05,2023-02,15
C1190,2024-06,2023-02,16
C1190,2024-07,2023-02,17
C1190,2024-08,2023-02,18
C1190,2024-09,2023-02,19
C1190,2024-10,2023-02,20
C1190,2024-11,2023-02,21
C1190,2024-12,2023-02,22
C1191,2023-12,2023-12,0
C1191,2024-01,2023-12,1
C1191,2024-02,2023-12,2
C1191,2024-03,2023-12,3
C1191,2024-04,2023-12,4
C1191,2024-05,2023-12,5
C1191,2024-06,2023-12,6
C1191,2024-07,2023-12,7
C1191,2024-08,2023-12,8
C1191,2024-09,2023-12,9
C1191,2024-10,2023-12,10
C1191,2024-11,2023-12,11
C1191,2024-12,2023-12,12
C1192,2023-07,2023-07,0
C1192,2023-08,2023-07,1
C1192,2023-09,2023-07,2
C1192,2023-10,2023-07,3
C1192,2023-11,2023-07,4
C1192,2023-12,2023-07,5
C1192,2024-01,2023-07,6
C1192,2024-02,2023-07,7
C1192,2024-03,2023-07,8
C1192,2024-04,2023-07,9
C1192,2024-05,2023-07,10
C1192,2024-06,2023-07,11
C1192,2024-07,2023-07,12
C1192,2024-08,2023-07,13
C1192,2024-09,2023-07,14
C1192,2024-10,2023-07,15
C1192,2024-11,2023-07,16
C1192,2024-12,2023-07,17
C1193,2024-08,2024-08,0
C1193,2024-09,2024-08,1
C1193,2024-10,2024-08,2
C1193,2024-11,2024-08,3
C1193,2024-12,2024-08,4
C1194,2024-03,2024-03,0
C1194,2024-04,2024-03,1
C1194,2024-05,2024-03,2
C1194,2024-06,2024-03,3
C1194,2024-07,2024-03,4
C1194,2024-08,2024-03,5
C1194,2024-09,2024-03,6
C1194,2024-10,2024-03,7
C1194,2024-11,2024-03,8
C1194,2024-12,2024-03,9
C1195,2023-05,2023-05,0
C1195,2023-06,2023-05,1
C1195,2023-07,2023-05,2
C1195,2023-08,2023-05,3
C1195,2023-09,2023-05,4
C1195,2023-10,2023-05,5
C1195,2023-11,2023-05,6
C1195,2023-12,2023-05,7
C1195,2024-01,2023-05,8
C1195,2024-02,2023-05,9
C1195,2024-03,2023-05,10
C1195,2024-04,2023-05,11
C1195,2024-05,2023-05,12
C1195,2024-06,2023-05,13
C1195,2024-07,2023-05,14
C1195,2024-08,2023-05,15
C1195,2024-09,2023-05,16
C1195,2024-10,2023-05,17
C1195,2024-11,2023-05,18
C1195,2024-12,2023-05,19
C1196,2023-03,2023-03,0
C1196,2023-04,2023-03,1
C1196,2023-05,2023-03,2
C1196,2023-06,2023-03,3
C1197,2024-04,2024-04,0
C1197,2024-05,2024-04,1
C1197,2024-06,2024-04,2
C1197,2024-07,2024-04,3
C1197,2024-08,2024-04,4
C1197,2024-09,2024-04,5
C1197,2024-10,2024-04,6
C1197,2024-11,2024-04,7
C1197,2024-12,2024-04,8
C1198,2023-04,2023-04,0
C1198,2023-05,2023-04,1
C1198,2023-06,2023-04,2
C1198,2023-07,2023-04,3
C1198,2023-08,2023-04,4
C1198,2023-09,2023-04,5
C1198,2023-10,2023-04,6
C1198,2023-11,2023-04,7
C1198,2023-12,2023-04,8
C1198,2024-01,2023-04,9
C1198,2024-02,2023-04,10
C1198,2024-03,2023-04,11
C1198,2024-04,2023-04,12
C1198,2024-05,2023-04,13
C1198,2024-06,2023-04,14
C1198,2024-07,2023-04,15
C1198,2024-08,2023-04,16
C1198,2024-09,2023-04,17
C1198,2024-10,2023-04,18
C1198,2024-11,2023-04,19
C1198,2024-12,2023-04,20
C1199,2024-08,2024-08,0
C1199,2024-09,2024-08,1
C1199,2024-10,2024-08,2
C1199,2024-11,2024-08,3
C1199,2024-12,2024-08,4
C1200,2024-11,2024-11,0
C1200,2024-12,2024-11,1
C1201,2024-12,2024-12,0
C1202,2024-12,2024-12,0
C1203,2024-10,2024-10,0
C1203,2024-11,2024-10,1
C1203,2024-12,2024-10,2
C1204,2023-02,2023-02,0
C1204,2023-03,2023-02,1
C1204,2023-04,2023-02,2
C1204,2023-05,2023-02,3
C1204,2023-06,2023-02,4
C1204,2023-07,2023-02,5
C1204,2023-08,2023-02,6
C1204,2023-09,2023-02,7
C1204,2023-10,2023-02,8
C1204,2023-11,2023-02,9
C1204,2023-12,2023-02,10
C1204,2024-01,2023-02,11
C1204,2024-02,2023-02,12
C1204,2024-03,2023-02,13
C1204,2024-04,2023-02,14
C1204,2024-05,2023-02,15
C1204,2024-06,2023-02,16
C1204,2024-07,2023-02,17
C1204,2024-08,2023-02,18
C1204,2024-09,2023-02,19
C1204,2024-10,2023-02,20
C1204,2024-11,2023-02,21
C1204,2024-12,2023-02,22
C1205,2023-11,2023-11,0
C1205,2023-12,2023-11,1
C1205,2024-01,2023-11,2
C1205,2024-02,2023-11,3
C1205,2024-03,2023-11,4
C1205,2024-04,2023-11,5
C1205,2024-05,2023-11,6
C1205,2024-06,2023-11,7
C1205,2024-07,2023-11,8
C1205,2024-08,2023-11,9
C1205,2024-09,2023-11,10
C1205,2024-10,2023-11,11
C1206,2023-04,2023-04,0
C1206,2023-05,2023-04,1
C1206,2023-06,2023-04,2
C1206,2023-07,2023-04,3
C1206,2023-08,2023-04,4
C1206,2023-09,2023-04,5
C1206,2023-10,2023-04,6
C1206,2023-11,2023-04,7
C1206,2023-12,2023-04,8
C1206,2024-01,2023-04,9
C1206,2024-02,2023-04,10
C1206,2024-03,2023-04,11
C1206,2024-04,2023-04,12
C1206,2024-05,2023-04,13
C1206,2024-06,2023-04,14
C1206,2024-07,2023-04,15
C1206,2024-08,2023-04,16
C1206,2024-09,2023-04,17
C1206,2024-10,2023-04,18
C1206,2024-11,2023-04,19
C1206,2024-12,2023-04,20
C1207,2023-04,2023-04,0
C1207,2023-05,2023-04,1
C1207,2023-06,2023-04,2
C1207,2023-07,2023-04,3
C1207,2023-08,2023-04,4
C1207,2023-09,2023-04,5
C1207,2023-10,2023-04,6
C1207,2023-11,2023-04,7
C1207,2023-12,2023-04,8
C1207,2024-01,2023-04,9
C1207,2024-02,2023-04,10
C1207,2024-03,2023-04,11
C1207,2024-04,2023-04,12
C1207,2024-05,2023-04,13
C1207,2024-06,2023-04,14
C1207,2024-07,2023-04,15
C1207,2024-08,2023-04,16
C1207,2024-09,2023-04,17
C1207,2024-10,2023-04,18
C1207,2024-11,2023-04,19
C1207,2024-12,2023-04,20
C1208,2023-10,2023-10,0
C1208,2023-11,2023-10,1
C1208,2023-12,2023-10,2
C1208,2024-01,2023-10,3
C1208,2024-02,2023-10,4
C1208,2024-03,2023-10,5
C1208,2024-04,2023-10,6
C1208,2024-05,2023-10,7
C1208,2024-06,2023-10,8
C1208,2024-07,2023-10,9
C1208,2024-08,2023-10,10
C1208,2024-09,2023-10,11
C1209,2023-08,2023-08,0
C1209,2023-09,2023-08,1
C1209,2023-10,2023-08,2
C1209,2023-11,2023-08,3
C1209,2023-12,2023-08,4
C1209,2024-01,2023-08,5
C1210,2023-12,2023-12,0
C1210,2024-01,2023-12,1
C1210,2024-02,2023-12,2
C1210,2024-03,2023-12,3
C1210,2024-04,2023-12,4
C1210,2024-05,2023-12,5
C1210,2024-06,2023-12,6
C1210,2024-07,2023-12,7
C1211,2024-10,2024-10,0
C1211,2024-11,2024-10,1
C1211,2024-12,2024-10,2
C1212,2023-06,2023-06,0
C1212,2023-07,2023-06,1
C1212,2023-08,2023-06,2
C1212,2023-09,2023-06,3
C1212,2023-10,2023-06,4
C1212,2023-11,2023-06,5
C1212,2023-12,2023-06,6
C1212,2024-01,2023-06,7
C1212,2024-02,2023-06,8
C1212,2024-03,2023-06,9
C1212,2024-04,2023-06,10
C1212,2024-05,2023-06,11
C1212,2024-06,2023-06,12
C1212,2024-07,2023-06,13
C1212,2024-08,2023-06,14
C1212,2024-09,2023-06,15
C1212,2024-10,2023-06,16
C1212,2024-11,2023-06,17
C1212,2024-12,2023-06,18
C1213,2024-11,2024-11,0
C1213,2024-12,2024-11,1
C1214,2024-11,2024-11,0
C1214,2024-12,2024-11,1
C1215,2024-08,2024-08,0
C1215,2024-09,2024-08,1
C1215,2024-10,2024-08,2
C1215,2024-11,2024-08,3
C1215,2024-12,2024-08,4
C1216,2023-08,2023-08,0
C1216,2023-09,2023-08,1
C1216,2023-10,2023-08,2
C1216,2023-11,2023-08,3
C1216,2023-12,2023-08,4
C1216,2024-01,2023-08,5
C1216,2024-02,2023-08,6
C1216,2024-03,2023-08,7
C1216,2024-04,2023-08,8
C1216,2024-05,2023-08,9
C1216,2024-06,2023-08,10
C1216,2024-07,2023-08,11
C1216,2024-08,2023-08,12
C1216,2024-09,2023-08,13
C1216,2024-10,2023-08,14
C1216,2024-11,2023-08,15
C1216,2024-12,2023-08,16
C1217,2023-03,2023-03,0
C1217,2023-04,2023-03,1
C1217,2023-05,2023-03,2
C1217,2023-06,2023-03,3
C1217,2023-07,2023-03,4
C1217,2023-08,2023-03,5
C1217,2023-09,2023-03,6
C1217,2023-10,2023-03,7
C1217,2023-11,2023-03,8
C1217,2023-12,2023-03,9
C1217,2024-01,2023-03,10
C1217,2024-02,2023-03,11
C1219,2023-03,2023-03,0
C1219,2023-04,2023-03,1
C1219,2023-05,2023-03,2
C1219,2023-06,2023-03,3
C1219,2023-07,2023-03,4
C1219,2023-10,2023-03,7
C1219,2023-11,2023-03,8
C1219,2023-12,2023-03,9
C1219,2024-01,2023-03,10
C1219,2024-02,2023-03,11
C1219,2024-03,2023-03,12
C1219,2024-04,2023-03,13
C1219,2024-05,2023-03,14
C1219,2024-06,2023-03,15
C1219,2024-07,2023-03,16
C1219,2024-08,2023-03,17
C1219,2024-09,2023-03,18
C1219,2024-10,2023-03,19
C1219,2024-11,2023-03,20
C1219,2024-12,2023-03,21
C1220,2023-02,2023-02,0
C1220,2023-03,2023-02,1
C1220,2023-04,2023-02,2
C1220,2023-05,2023-02,3
C1220,2023-06,2023-02,4
C1220,2023-07,2023-02,5
C1220,2023-08,2023-02,6
C1220,2023-09,2023-02,7
C1220,2023-10,2023-02,8
C1220,2023-11,2023-02,9
C1220,2023-12,2023-02,10
C1220,2024-01,2023-02,11
C1220,2024-02,2023-02,12
C1220,2024-03,2023-02,13
C1220,2024-04,2023-02,14
C1220,2024-05,2023-02,15
C1220,2024-06,2023-02,16
C1220,2024-07,2023-02,17
C1220,2024-08,2023-02,18
C1220,2024-09,2023-02,19
C1220,2024-10,2023-02,20
C1220,2024-11,2023-02,21
C1220,2024-12,2023-02,22
C1221,2023-05,2023-05,0
C1221,2023-06,2023-05,1
C1221,2023-07,2023-05,2
C1221,2023-08,2023-05,3
C1221,2023-09,2023-05,4
C1221,2023-10,2023-05,5
C1221,2023-11,2023-05,6
C1221,2023-12,2023-05,7
C1221,2024-01,2023-05,8
C1221,2024-02,2023-05,9
C1221,2024-03,2023-05,10
C1221,2024-04,2023-05,11
C1221,2024-05,2023-05,12
C1221,2024-06,2023-05,13
C1221,2024-07,2023-05,14
C1221,2024-08,2023-05,15
C1222,2024-09,2024-09,0
C1222,2024-10,2024-09,1
C1222,2024-11,2024-09,2
C1222,2024-12,2024-09,3
C1223,2024-08,2024-08,0
C1223,2024-09,2024-08,1
C1223,2024-10,2024-08,2
C1223,2024-11,2024-08,3
C1223,2024-12,2024-08,4
C1224,2024-02,2024-02,0
C1224,2024-03,2024-02,1
C1224,2024-04,2024-02,2
C1224,2024-05,2024-02,3
C1224,2024-06,2024-02,4
C1224,2024-07,2024-02,5
C1224,2024-08,2024-02,6
C1224,2024-09,2024-02,7
C1224,2024-10,2024-02,8
C1224,2024-11,2024-02,9
C1224,2024-12,2024-02,10
C1225,2023-08,2023-08,0
C1225,2023-09,2023-08,1
C1225,2023-10,2023-08,2
C1225,2023-11,2023-08,3
C1225,2023-12,2023-08,4
C1225,2024-01,2023-08,5
C1225,2024-02,2023-08,6
C1225,2024-03,2023-08,7
C1225,2024-04,2023-08,8
C1225,2024-05,2023-08,9
C1225,2024-06,2023-08,10
C1225,2024-07,2023-08,11
C1225,2024-08,2023-08,12
C1225,2024-09,2023-08,13
C1225,2024-10,2023-08,14
C1225,2024-11,2023-08,15
C1225,2024-12,2023-08,16
C1226,2023-05,2023-05,0
C1226,2023-06,2023-05,1
C1226,2023-07,2023-05,2
C1226,2023-08,2023-05,3
C1226,2023-09,2023-05,4
C1226,2023-10,2023-05,5
C1226,2023-11,2023-05,6
C1226,2023-12,2023-05,7
C1226,2024-01,2023-05,8
C1226,2024-02,2023-05,9
C1226,2024-03,2023-05,10
C1226,2024-04,2023-05,11
C1226,2024-05,2023-05,12
C1226,2024-06,2023-05,13
C1226,2024-07,2023-05,14
C1226,2024-08,2023-05,15
C1226,2024-09,2023-05,16
C1226,2024-10,2023-05,17
C1226,2024-11,2023-05,18
C1226,2024-12,2023-05,19
C1227,2024-04,2024-04,0
C1227,2024-05,2024-04,1
C1227,2024-06,2024-04,2
C1227,2024-07,2024-04,3
C1227,2024-08,2024-04,4
C1228,2023-12,2023-12,0
C1228,2024-01,2023-12,1
C1228,2024-02,2023-12,2
C1228,2024-03,2023-12,3
C1228,2024-04,2023-12,4
C1228,2024-05,2023-12,5
C1228,2024-06,2023-12,6
C1228,2024-07,2023-12,7
C1228,2024-08,2023-12,8
C1228,2024-09,2023-12,9
C1228,2024-10,2023-12,10
C1229,2024-02,2024-02,0
C1229,2024-03,2024-02,1
C1229,2024-04,2024-02,2
C1229,2024-05,2024-02,3
C1229,2024-06,2024-02,4
C1229,2024-07,2024-02,5
C1229,2024-08,2024-02,6
C1229,2024-09,2024-02,7
C1229,2024-10,2024-02,8
C1229,2024-11,2024-02,9
C1229,2024-12,2024-02,10
C1230,2023-07,2023-07,0
C1230,2023-08,2023-07,1
C1230,2023-09,2023-07,2
C1230,2023-10,2023-07,3
C1230,2023-11,2023-07,4
C1230,2023-12,2023-07,5
C1230,2024-01,2023-07,6
C1230,2024-02,2023-07,7
C1230,2024-03,2023-07,8
C1230,2024-04,2023-07,9
C1230,2024-05,2023-07,10
C1230,2024-06,2023-07,11
C1230,2024-07,2023-07,12
C1230,2024-08,2023-07,13
C1230,2024-09,2023-07,14
C1230,2024-10,2023-07,15
C1230,2024-11,2023-07,16
C1231,2023-12,2023-12,0
C1231,2024-01,2023-12,1
C1231,2024-02,2023-12,2
C1231,2024-03,2023-12,3
C1231,2024-04,2023-12,4
C1231,2024-05,2023-12,5
C1231,2024-06,2023-12,6
C1231,2024-07,2023-12,7
C1231,2024-08,2023-12,8
C1231,2024-09,2023-12,9
C1231,2024-10,2023-12,10
C1231,2024-11,2023-12,11
C1231,2024-12,2023-12,12
C1232,2024-10,2024-10,0
C1232,2024-11,2024-10,1
C1232,2024-12,2024-10,2
C1233,2024-08,2024-08,0
C1233,2024-09,2024-08,1
C1233,2024-10,2024-08,2
C1233,2024-11,2024-08,3
C1233,2024-12,2024-08,4
C1234,2023-05,2023-05,0
C1234,2023-06,2023-05,1
C1234,2023-07,2023-05,2
C1234,2023-08,2023-05,3
C1234,2023-09,2023-05,4
C1234,2023-10,2023-05,5
C1234,2023-11,2023-05,6
C1234,2023-12,2023-05,7
C1234,2024-01,2023-05,8
C1234,2024-02,2023-05,9
C1234,2024-03,2023-05,10
C1234,2024-04,2023-05,11
C1234,2024-05,2023-05,12
C1234,2024-06,2023-05,13
C1234,2024-07,2023-05,14
C1234,2024-08,2023-05,15
C1234,2024-09,2023-05,16
C1234,2024-10,2023-05,17
C1234,2024-11,2023-05,18
C1234,2024-12,2023-05,19
C1235,2024-06,2024-06,0
C1235,2024-07,2024-06,1
C1235,2024-08,2024-06,2
C1235,2024-09,2024-06,3
C1235,2024-10,2024-06,4
C1235,2024-11,2024-06,5
C1235,2024-12,2024-06,6
C1236,2023-03,2023-03,0
C1236,2023-04,2023-03,1
C1236,2023-05,2023-03,2
C1236,2023-06,2023-03,3
C1236,2023-07,2023-03,4
C1237,2024-07,2024-07,0
C1237,2024-08,2024-07,1
C1237,2024-09,2024-07,2
C1237,2024-10,2024-07,3
C1237,2024-11,2024-07,4
C1237,2024-12,2024-07,5
C1238,2023-05,2023-05,0
C1238,2023-06,2023-05,1
C1238,2023-07,2023-05,2
C1238,2023-08,2023-05,3
C1238,2023-09,2023-05,4
C1238,2023-10,2023-05,5
C1238,2023-11,2023-05,6
C1238,2023-12,2023-05,7
C1238,2024-01,2023-05,8
C1238,2024-02,2023-05,9
C1238,2024-03,2023-05,10
C1238,2024-04,2023-05,11
C1238,2024-05,2023-05,12
C1238,2024-06,2023-05,13
C1238,2024-07,2023-05,14
C1238,2024-08,2023-05,15
C1238,2024-09,2023-05,16
C1238,2024-10,2023-05,17
C1238,2024-11,2023-05,18
C1238,2024-12,2023-05,19
C1239,2023-05,2023-05,0
C1239,2023-06,2023-05,1
C1239,2023-07,2023-05,2
C1239,2023-08,2023-05,3
C1241,2023-07,2023-07,0
C1241,2023-08,2023-07,1
