CustomerID,CompanyName,Industry,Country,City,EmployeeCount,SignupDate,AcquisitionChannel,Total_MRR,Total_Seats,Total_Logins,Total_ActiveUsers,Total_APICalls,Total_SessionMinutes,Ticket_Count,Average_Satisfaction,Average_ResolutionHours,Churn_Status,Satisfaction_Group
C1282,Nikita Menon Solutions,Healthcare,USA,Boston,12.0,2024-12-03,Partner,1978.68,5.0,11.0,7.0,333.0,297.4,5.0,5.0,51.279999999999994,Retained,Excellent (>4)
C1283,Kiara Nair Industries,Healthcare,UAE,Dubai,12.0,2023-04-03,Paid Ads,84.28,10.0,109.0,48.0,33201.0,5185.6,1.0,3.0,44.2,Retained,Moderate (>2–3)
C1284,Zoya Das Group,Retail,India,Pune,400.0,2024-12-27,Organic Search,1978.68,5.0,23.0,16.0,567.0,301.8,3.0,4.333333333333333,40.96666666666667,Retained,Excellent (>4)
C1285,Isha Verma Solutions,Healthcare,UK,Manchester,400.0,2023-05-19,Partner,778.44,8.0,44.0,13.0,25716.0,5267.7,2.0,5.5,61.0,Retained,Excellent (>4)
C1286,Krishna Khan Solutions,Media,UK,Manchester,150.0,2023-10-27,Referral,326.36,9.0,108.0,64.0,15708.0,4471.4,1.0,7.0,1.7,Retained,Excellent (>4)
C1287,Farhan Nair Industries,Education,UK,Manchester,35.0,2023-09-09,Organic Search,230.84,3.0,35.0,9.0,9304.0,2185.2,4.0,4.25,49.175,Churned,Excellent (>4)
C1288,Kiara Das Labs,Retail,India,Bengaluru,400.0,2024-09-09,Organic Search,1618.92,2.0,65.0,37.0,4303.0,1241.9,1.0,9.0,16.5,Retained,Excellent (>4)
C1289,Karthik Patel Systems,Healthcare,India,Delhi,1200.0,2023-02-13,Events,262.68,5.0,99.0,53.0,18126.0,5878.4,2.0,5.0,35.85,Retained,Excellent (>4)
C1290,Riya Singh Systems,Manufacturing,UAE,Dubai,1200.0,2023-05-09,Referral,2578.28,10.0,429.0,263.0,19734.0,5312.5,4.0,7.25,24.025,Retained,Excellent (>4)
C1291,Diya Rao Systems,Retail,USA,Seattle,80.0,2024-11-30,Outbound,60.76,4.0,38.0,32.0,1083.0,559.7,4.0,7.75,18.25,Retained,Excellent (>4)
C1292,Divya Sharma Technologies,Healthcare,UAE,Dubai,3000.0,2024-06-08,Paid Ads,262.68,5.0,148.0,94.0,7588.0,1742.6,4.0,5.25,49.75,Retained,Excellent (>4)
C1293,Tara Joshi Systems,Education,USA,Boston,80.0,2024-06-01,Paid Ads,278.6,6.0,26.0,12.0,7099.0,1628.1000000000001,6.0,6.0,25.75,Retained,Excellent (>4)
C1294,Meera Singh Group,Education,India,Chennai,12.0,2023-07-24,Organic Search,358.2,11.0,54.0,32.0,5014.0,954.1,4.0,6.0,31.5,Churned,Excellent (>4)
C1295,Aman Joshi Group,Logistics,India,Bengaluru,80.0,2024-05-05,Outbound,278.6,6.0,34.0,19.0,10257.0,1979.5,0.0,,,Retained,
C1296,Saanvi Khan Group,Healthcare,India,Hyderabad,12.0,2023-02-12,Partner,658.68,5.0,270.0,167.0,35849.0,5533.3,4.0,7.25,21.525,Retained,Excellent (>4)
C1297,Naveen Sharma Technologies,Manufacturing,India,Bengaluru,1200.0,2023-09-16,Partner,698.6,6.0,249.0,129.0,21600.0,3892.8,5.0,5.6,21.32,Retained,Excellent (>4)
C1298,Riya Menon Systems,Media,Singapore,Singapore,35.0,2023-04-14,Paid Ads,56.84,3.0,86.0,52.0,33580.0,5773.7,4.0,6.5,28.75,Retained,Excellent (>4)
C1299,Rahul Iyer Group,Healthcare,UK,London,12.0,2023-08-23,Paid Ads,374.12,12.0,90.0,39.0,15257.0,4051.2,2.0,6.0,36.35,Retained,Excellent (>4)
C1300,Krishna Sharma Solutions,Retail,India,Hyderabad,150.0,2023-06-19,Paid Ads,278.6,6.0,380.0,229.0,34583.0,4866.2,3.0,6.666666666666667,46.93333333333334,Retained,Excellent (>4)
C1301,Sanjay Verma Industries,Logistics,UK,London,80.0,2023-02-23,Organic Search,230.84,3.0,11.0,2.0,6813.0,812.3000000000001,2.0,7.5,26.4,Churned,Excellent (>4)
C1302,Ishaan Singh Industries,Logistics,Singapore,Singapore,150.0,2024-05-13,Organic Search,778.44,8.0,77.0,50.0,8309.0,1825.5,3.0,4.333333333333333,48.800000000000004,Churned,Excellent (>4)
C1303,Farhan Khan Systems,Healthcare,India,Delhi,80.0,2023-08-15,Referral,72.52,7.0,114.0,56.0,25160.0,3768.5,7.0,4.857142857142857,39.785714285714285,Retained,Excellent (>4)
C1304,Karthik Sharma Group,Finance,UK,London,400.0,2023-10-18,Paid Ads,64.68,5.0,67.0,40.0,19245.0,3904.9,4.0,3.5,29.3,Retained,Good (>3–4)
C1305,Ananya Reddy Solutions,Manufacturing,UK,Manchester,400.0,2024-11-01,Organic Search,262.68,7.0,3.0,1.0,1195.0,452.9,5.0,4.4,34.04,Churned,Excellent (>4)
C1306,Ananya Nair Systems,Media,India,Pune,80.0,2024-06-24,Partner,72.52,7.0,58.0,25.0,1996.0,1819.7,3.0,7.0,53.53333333333334,Retained,Excellent (>4)
C1307,Rahul Reddy Technologies,Media,India,Delhi,35.0,2023-09-03,Partner,278.6,6.0,318.0,207.0,23183.0,3595.7,4.0,6.5,20.65,Retained,Excellent (>4)
C1308,Naveen Gupta Labs,Unknown,UK,Manchester,35.0,2024-07-25,Paid Ads,2458.36,9.0,20.0,9.0,8021.0,1899.9,1.0,6.0,33.5,Retained,Excellent (>4)
C1309,Diya Gupta Labs,Education,Singapore,Singapore,35.0,2023-02-06,Partner,80.36,9.0,183.0,107.0,29738.0,6219.4,3.0,7.333333333333333,25.96666666666667,Retained,Excellent (>4)
C1310,Riya Das Technologies,Logistics,UK,Manchester,3000.0,2024-08-25,Partner,778.44,8.0,45.0,20.0,13369.0,1260.3,3.0,4.666666666666667,46.133333333333326,Retained,Excellent (>4)
C1311,Kavya Rao Labs,Education,India,Chennai,80.0,2024-03-25,Partner,64.68,5.0,9.0,3.0,3374.0,688.5,1.0,6.0,32.0,Churned,Excellent (>4)
C1312,Saanvi Bose Labs,Logistics,Singapore,Singapore,150.0,2023-12-05,Outbound,326.36,9.0,61.0,27.0,15900.0,4051.4,5.0,5.2,30.96,Retained,Excellent (>4)
C1313,Krishna Joshi Solutions,Manufacturing,UK,Manchester,80.0,2023-06-30,Partner,1978.68,5.0,315.0,176.0,17519.0,5072.7,9.0,6.0,45.12222222222222,Retained,Excellent (>4)
C1314,Isha Joshi Industries,Healthcare,UK,London,150.0,2023-01-05,Paid Ads,310.44,8.0,328.0,181.0,27367.0,6332.6,2.0,6.0,23.799999999999997,Retained,Excellent (>4)
C1315,Arjun Das Solutions,Manufacturing,India,Pune,35.0,2024-07-13,Organic Search,52.92,2.0,92.0,54.0,7901.0,1652.9,1.0,6.0,26.9,Retained,Excellent (>4)
C1316,Deepak Reddy Group,Education,India,Pune,80.0,2023-08-28,Events,342.28,10.0,56.0,24.0,23575.0,4250.7,2.0,4.5,38.55,Retained,Excellent (>4)
C1317,Divya Patel Systems,Retail,India,Mumbai,80.0,2024-08-17,Outbound,326.36,9.0,29.0,15.0,6862.0,1219.8,4.0,4.75,34.85,Retained,Excellent (>4)
C1318,Vihaan Sharma Labs,Media,India,Mumbai,35.0,2023-09-28,Paid Ads,64.68,5.0,130.0,70.0,15540.0,4100.8,2.0,6.0,27.4,Retained,Excellent (>4)
C1319,Divya Bose Group,Finance,India,Delhi,35.0,2024-08-05,Organic Search,294.52,6.0,59.0,32.0,7850.0,1122.0,4.0,5.5,34.625,Retained,Excellent (>4)
C1320,Vihaan Nair Labs,Retail,India,Pune,1200.0,2024-05-16,Paid Ads,326.36,9.0,108.0,63.0,8942.0,1037.3,1.0,3.0,62.7,Churned,Moderate (>2–3)
C1321,Nikita Sharma Group,Logistics,UK,London,1200.0,2024-08-03,Paid Ads,68.6,6.0,58.0,34.0,6043.0,1281.7,5.0,4.6,29.96,Retained,Excellent (>4)
C1322,Arjun Khan Systems,Finance,India,Hyderabad,400.0,2023-09-12,Events,294.52,7.0,187.0,103.0,14926.0,3556.0,5.0,5.8,43.9,Retained,Excellent (>4)
C1323,Pooja Verma Labs,Manufacturing,Singapore,Singapore,12.0,2023-10-30,Paid Ads,68.6,6.0,119.0,71.0,25779.0,3884.7,4.0,7.0,52.625,Retained,Excellent (>4)
C1324,Karthik Reddy Technologies,Media,India,Bengaluru,400.0,2023-02-10,Referral,2458.36,9.0,464.0,281.0,27156.0,6137.2,4.0,4.75,19.3,Retained,Excellent (>4)
C1325,Ishaan Reddy Group,Healthcare,UK,London,3000.0,2023-05-09,Paid Ads,2338.44,8.0,91.0,48.0,20107.0,5372.2,4.0,5.0,62.10000000000001,Retained,Excellent (>4)
C1326,Naveen Sharma Labs,Manufacturing,UK,Manchester,80.0,2023-03-26,Organic Search,76.44,8.0,375.0,200.0,28413.0,5655.7,1.0,4.0,16.7,Retained,Good (>3–4)
C1327,Nikita Menon Group,Media,India,Chennai,1200.0,2023-01-09,Organic Search,2098.6,6.0,281.0,180.0,35133.0,6907.5,5.0,5.4,42.28,Retained,Excellent (>4)
C1328,Karthik Nair Labs,Media,USA,Austin,12.0,2023-05-26,Paid Ads,342.28,10.0,115.0,72.0,6444.0,2256.3,4.0,3.75,46.775,Churned,Good (>3–4)
C1329,Kavya Das Group,Finance,India,Mumbai,400.0,2024-06-11,Referral,76.44,8.0,23.0,8.0,12493.0,1366.4,3.0,4.333333333333333,25.933333333333334,Retained,Excellent (>4)
C1330,Ananya Sharma Group,Finance,USA,Austin,12.0,2023-05-14,Outbound,538.92,2.0,61.0,25.0,21236.0,5241.7,1.0,3.0,25.5,Retained,Moderate (>2–3)
C1331,Krishna Bose Industries,Finance,UAE,Abu Dhabi,150.0,2023-08-24,Events,310.44,8.0,162.0,87.0,11401.0,2798.7999999999997,2.0,5.5,21.5,Churned,Excellent (>4)
C1332,Diya Singh Labs,Finance,India,Chennai,35.0,2024-11-11,Events,618.76,4.0,47.0,19.0,3926.0,645.0999999999999,1.0,3.0,29.1,Retained,Moderate (>2–3)
C1333,Aditya Nair Systems,Healthcare,UK,London,12.0,2023-05-18,Referral,278.6,6.0,156.0,88.0,10453.0,2117.0,5.0,4.4,34.959999999999994,Churned,Excellent (>4)
C1334,Sai Menon Group,Manufacturing,India,Hyderabad,12.0,2025-01-02,Partner,1978.68,5.0,0.0,0.0,0.0,0.0,1.0,1.0,35.7,Retained,Low (≤2)
C1335,Karthik Rao Systems,Logistics,India,Chennai,1200.0,2023-08-16,Organic Search,778.44,8.0,371.0,225.0,32222.0,3873.7,4.0,4.75,40.825,Retained,Excellent (>4)
C1336,Sai Reddy Industries,Education,UAE,Abu Dhabi,150.0,2023-06-03,Partner,658.68,5.0,135.0,68.0,24018.0,4746.2,1.0,2.0,8.1,Retained,Low (≤2)
C1337,Rohan Patel Systems,Finance,USA,Seattle,400.0,2024-01-16,Organic Search,230.84,3.0,24.0,7.0,8117.0,2377.6,0.0,,,Churned,
C1338,Aadhya Singh Systems,Manufacturing,USA,Austin,150.0,2023-04-20,Referral,342.28,10.0,324.0,185.0,25562.0,4087.5,6.0,7.333333333333333,36.78333333333334,Retained,Excellent (>4)
C1339,Nikita Iyer Group,Education,UAE,Abu Dhabi,80.0,2023-02-23,Partner,278.6,6.0,199.0,117.0,39221.0,5427.7,5.0,4.0,38.08,Retained,Good (>3–4)
C1340,Zoya Joshi Technologies,Healthcare,India,Mumbai,400.0,2024-03-06,Referral,88.2,11.0,167.0,105.0,12606.0,2544.1,2.0,6.5,24.950000000000003,Retained,Excellent (>4)
C1341,Isha Singh Group,Healthcare,India,Delhi,150.0,2023-03-06,Paid Ads,2218.52,7.0,343.0,184.0,22093.0,5804.1,4.0,5.5,16.275,Retained,Excellent (>4)
C1342,Divya Joshi Systems,Healthcare,India,Pune,12.0,2023-05-29,Referral,76.44,8.0,133.0,75.0,30750.0,5193.0,4.0,6.5,18.1,Retained,Excellent (>4)
C1343,Isha Iyer Technologies,Manufacturing,USA,Boston,80.0,2024-12-12,Referral,72.52,7.0,6.0,2.0,646.0,216.6,0.0,,,Retained,
C1344,Naveen Verma Technologies,Finance,India,Pune,400.0,2023-08-31,Paid Ads,262.68,5.0,327.0,180.0,19815.0,4157.9,2.0,8.0,32.8,Retained,Excellent (>4)
C1345,Rahul Gupta Group,Retail,UAE,Abu Dhabi,150.0,2024-02-03,Paid Ads,294.52,5.0,260.0,129.0,7106.0,2910.7,2.0,7.5,11.8,Retained,Excellent (>4)
C1346,Krishna Sharma Group,Retail,UAE,Abu Dhabi,1200.0,2024-10-09,Partner,326.36,9.0,56.0,45.0,2600.0,650.0,6.0,6.0,39.699999999999996,Retained,Excellent (>4)
C1347,Deepak Khan Solutions,Manufacturing,India,Hyderabad,80.0,2023-11-03,Referral,72.52,7.0,260.0,134.0,19501.0,3277.2,0.0,,,Retained,
C1348,Aditya Menon Labs,Healthcare,USA,Boston,12.0,2023-11-16,Referral,618.76,4.0,91.0,48.0,17783.0,3216.3,3.0,5.666666666666667,24.0,Retained,Excellent (>4)
C1349,Krishna Joshi Systems,Finance,India,Chennai,80.0,2024-02-20,Referral,2458.36,9.0,77.0,45.0,13157.0,2811.2,3.0,5.333333333333333,40.833333333333336,Retained,Excellent (>4)
C1350,Deepak Gupta Labs,Education,India,Hyderabad,400.0,2023-07-28,Referral,1978.68,5.0,340.0,198.0,13178.0,5130.8,4.0,5.5,31.8,Retained,Excellent (>4)
C1351,Priya Gupta Systems,Retail,India,Pune,150.0,2023-04-17,Partner,76.44,8.0,100.0,50.0,25714.0,4817.0,5.0,5.4,34.18,Retained,Excellent (>4)
C1352,Aditya Patel Industries,Manufacturing,India,Hyderabad,1200.0,2024-03-14,Organic Search,2578.28,10.0,95.0,60.0,9294.0,2619.7,4.0,6.0,22.475,Retained,Excellent (>4)
C1353,Farhan Gupta Labs,Retail,UAE,Abu Dhabi,400.0,2025-01-05,Referral,68.6,6.0,0.0,0.0,0.0,0.0,2.0,6.5,39.5,Retained,Excellent (>4)
C1354,Vivaan Reddy Group,Retail,India,Delhi,35.0,2023-01-07,Referral,99.96,14.0,378.0,185.0,28945.0,5921.9,4.0,5.5,44.225,Retained,Excellent (>4)
C1355,Nikita Reddy Technologies,Finance,UK,Manchester,400.0,2024-10-08,Paid Ads,294.52,11.0,26.0,12.0,549.0,642.7,4.0,5.0,38.75,Churned,Excellent (>4)
C1356,Divya Joshi Industries,Retail,India,Pune,35.0,2024-02-20,Paid Ads,618.76,4.0,91.0,51.0,15046.0,2665.6,2.0,5.0,24.95,Retained,Excellent (>4)
C1357,Saanvi Menon Labs,Media,India,Mumbai,400.0,2023-01-20,Referral,262.68,5.0,233.0,134.0,27064.0,5955.8,3.0,6.333333333333333,33.233333333333334,Retained,Excellent (>4)
C1358,Diya Das Systems,Logistics,India,Pune,3000.0,2023-07-20,Paid Ads,64.68,5.0,179.0,92.0,15750.0,2483.7,4.0,6.0,18.85,Churned,Excellent (>4)
C1359,Aman Rao Group,Finance,India,Chennai,400.0,2025-01-24,Outbound,658.68,5.0,0.0,0.0,0.0,0.0,3.0,6.666666666666667,26.133333333333336,Retained,Excellent (>4)
C1360,Deepak Gupta Group,Education,India,Pune,12.0,2024-08-04,Referral,60.76,4.0,31.0,15.0,4024.0,1431.0,2.0,4.5,51.7,Retained,Excellent (>4)
C1361,Meera Khan Systems,Retail,USA,Boston,35.0,2024-10-27,Partner,658.68,5.0,57.0,21.0,2829.0,666.7,1.0,5.0,24.1,Retained,Excellent (>4)
C1362,Aditya Patel Solutions,Education,India,Mumbai,12.0,2023-03-31,Outbound,64.68,5.0,272.0,136.0,26479.0,5805.2,6.0,3.3333333333333335,51.15,Retained,Good (>3–4)
C1363,Pooja Gupta Group,Logistics,India,Pune,35.0,2024-08-10,Events,310.44,8.0,34.0,16.0,5301.0,1284.0,6.0,5.666666666666667,40.38333333333333,Retained,Excellent (>4)
C1364,Aarav Bose Labs,Manufacturing,India,Delhi,150.0,2023-12-01,Paid Ads,1978.68,5.0,159.0,78.0,8615.0,2988.5,4.0,4.5,32.0,Retained,Excellent (>4)
C1365,Diya Joshi Industries,Finance,India,Hyderabad,35.0,2024-06-26,Events,778.44,8.0,141.0,81.0,9231.0,2000.6,1.0,1.0,38.7,Retained,Low (≤2)
C1366,Kavya Verma Labs,Education,India,Chennai,35.0,2024-06-05,Partner,278.6,6.0,107.0,59.0,7097.0,2152.4,6.0,5.666666666666667,37.416666666666664,Retained,Excellent (>4)
C1367,Kiara Gupta Industries,Logistics,India,Delhi,400.0,2024-11-01,Paid Ads,76.44,8.0,30.0,19.0,1044.0,394.4,4.0,5.25,40.775,Churned,Excellent (>4)
C1368,Priya Singh Solutions,Healthcare,India,Chennai,12.0,2024-09-09,Organic Search,52.92,2.0,59.0,31.0,3218.0,802.4,3.0,7.333333333333333,20.46666666666667,Retained,Excellent (>4)
C1369,Meera Reddy Industries,Retail,USA,Seattle,80.0,2024-11-29,Referral,2098.6,6.0,39.0,27.0,1702.0,386.6,5.0,5.2,46.2,Retained,Excellent (>4)
C1370,Arun Joshi Group,Logistics,India,Pune,12.0,2023-11-03,Paid Ads,658.68,5.0,117.0,56.0,20215.0,3375.7,2.0,5.5,34.75,Retained,Excellent (>4)
C1371,Nikita Singh Technologies,Finance,India,Pune,400.0,2023-10-08,Organic Search,262.68,5.0,213.0,114.0,11450.0,3404.2,4.0,6.5,32.65,Retained,Excellent (>4)
C1372,Isha Joshi Group,Retail,India,Hyderabad,150.0,2024-07-15,Outbound,294.52,7.0,135.0,68.0,10411.0,1409.4,3.0,5.666666666666667,55.9,Retained,Excellent (>4)
C1373,Naveen Patel Group,Logistics,India,Pune,400.0,2023-09-20,Referral,60.76,4.0,259.0,145.0,17279.0,3595.6,1.0,5.0,60.5,Retained,Excellent (>4)
C1374,Ananya Joshi Industries,Finance,USA,Seattle,80.0,2023-12-11,Events,778.44,8.0,182.0,89.0,16074.0,2841.3,3.0,6.333333333333333,44.56666666666666,Retained,Excellent (>4)
C1375,Tara Bose Group,Healthcare,Singapore,Singapore,3000.0,2023-03-30,Paid Ads,68.6,6.0,65.0,32.0,14998.0,4614.0,4.0,4.75,36.575,Retained,Excellent (>4)
C1376,Vivaan Khan Systems,Media,India,Delhi,400.0,2023-06-29,Partner,310.44,8.0,390.0,237.0,18075.0,4472.3,1.0,7.0,23.1,Retained,Excellent (>4)
C1377,Zoya Bose Technologies,Logistics,Singapore,Singapore,35.0,2024-07-09,Organic Search,698.6,6.0,61.0,28.0,5568.0,918.5,5.0,6.2,39.239999999999995,Churned,Excellent (>4)
C1378,Sneha Reddy Solutions,Logistics,India,Bengaluru,80.0,2023-11-27,Outbound,383.20000000000005,12.0,23.0,7.0,12094.0,2126.9,4.0,3.0,53.199999999999996,Churned,Moderate (>2–3)
C1379,Pooja Rao Labs,Media,UK,Manchester,1200.0,2024-02-09,Referral,60.76,4.0,153.0,91.0,17385.0,2762.1,6.0,6.833333333333333,25.849999999999998,Retained,Excellent (>4)
C1380,Ishaan Reddy Labs,Media,Singapore,Singapore,80.0,2024-06-11,Partner,1618.92,2.0,98.0,56.0,4795.0,1041.8,4.0,6.25,32.65,Churned,Excellent (>4)
C1381,Diya Nair Systems,Media,USA,Seattle,150.0,2023-05-27,Paid Ads,2218.52,7.0,122.0,75.0,19174.0,3539.7,3.0,6.666666666666667,28.633333333333336,Churned,Excellent (>4)
C1382,Sai Singh Systems,Logistics,India,Pune,400.0,2024-09-25,Outbound,68.6,6.0,57.0,41.0,2293.0,824.7,1.0,8.0,11.9,Retained,Excellent (>4)
C1383,Myra Patel Solutions,Logistics,USA,Boston,12.0,2024-08-04,Partner,92.12,12.0,15.0,7.0,4430.0,1196.4,6.0,5.833333333333333,47.416666666666664,Retained,Excellent (>4)
C1384,Arjun Joshi Technologies,Finance,India,Pune,1200.0,2024-08-26,Organic Search,2098.6,6.0,61.0,37.0,10271.0,1455.2,3.0,7.0,13.9,Retained,Excellent (>4)
C1385,Vihaan Das Group,Logistics,India,Hyderabad,12.0,2024-11-14,Paid Ads,2218.52,7.0,3.0,1.0,3759.0,155.89999999999998,5.0,5.2,52.879999999999995,Churned,Excellent (>4)
C1386,Naveen Singh Technologies,Media,USA,Seattle,12.0,2023-01-21,Referral,72.52,7.0,383.0,202.0,37376.0,6491.4,6.0,5.333333333333333,39.43333333333333,Retained,Excellent (>4)
C1387,Arun Nair Solutions,Finance,India,Chennai,35.0,2024-03-20,Outbound,310.44,8.0,198.0,120.0,8754.0,2188.3,4.0,6.75,45.575,Retained,Excellent (>4)
C1388,Sai Bose Group,Retail,India,Mumbai,400.0,2023-06-08,Paid Ads,310.44,8.0,205.0,105.0,19246.0,4486.2,1.0,3.0,42.7,Retained,Moderate (>2–3)
C1389,Meera Sharma Industries,Education,UAE,Dubai,400.0,2024-01-01,Outbound,738.52,7.0,137.0,66.0,14494.0,2479.7,2.0,3.5,32.65,Retained,Good (>3–4)
C1390,Rahul Reddy Labs,Retail,UK,London,150.0,2024-03-01,Outbound,278.6,6.0,18.0,5.0,2927.0,1417.5,5.0,6.6,22.119999999999997,Churned,Excellent (>4)
C1391,Nikita Verma Industries,Logistics,India,Chennai,12.0,2023-11-11,Paid Ads,68.6,6.0,30.0,13.0,17849.0,3522.9,5.0,5.2,36.78,Retained,Excellent (>4)
C1392,Ananya Rao Industries,Media,UAE,Dubai,400.0,2023-04-08,Outbound,64.68,5.0,390.0,239.0,20619.0,4813.3,2.0,4.5,39.9,Retained,Excellent (>4)
C1393,Sneha Bose Technologies,Manufacturing,UAE,Dubai,35.0,2023-10-06,Outbound,278.6,6.0,335.0,183.0,12121.0,3897.7,3.0,6.333333333333333,36.0,Retained,Excellent (>4)
C1394,Sai Menon Group,Retail,Singapore,Singapore,12.0,2023-05-07,Partner,278.6,6.0,269.0,143.0,21963.0,4565.3,3.0,4.0,40.699999999999996,Retained,Good (>3–4)
C1395,Deepak Patel Labs,Education,Singapore,Singapore,12.0,2024-11-05,Paid Ads,3177.88,15.0,24.0,15.0,1661.0,515.4,5.0,5.6,32.739999999999995,Retained,Excellent (>4)
C1396,Sai Joshi Systems,Finance,India,Bengaluru,80.0,2023-12-18,Events,326.36,9.0,67.0,31.0,4077.0,1243.5,3.0,6.333333333333333,28.900000000000002,Churned,Excellent (>4)
C1397,Divya Reddy Group,Logistics,UAE,Dubai,80.0,2024-12-20,Paid Ads,938.12,12.0,13.0,8.0,16.0,317.7,3.0,6.333333333333333,23.433333333333337,Retained,Excellent (>4)
C1398,Zoya Rao Group,Healthcare,USA,Boston,3000.0,2024-01-21,Events,326.36,9.0,41.0,15.0,9588.0,1926.9,4.0,4.75,48.150000000000006,Churned,Excellent (>4)
C1399,Aman Patel Technologies,Healthcare,USA,Boston,80.0,2024-03-29,Paid Ads,658.68,5.0,82.0,54.0,6783.0,1484.0,1.0,4.0,57.6,Churned,Good (>3–4)
C1400,Arjun Bose Solutions,Education,India,Delhi,80.0,2024-10-18,Events,294.52,7.0,32.0,21.0,5950.0,891.9,2.0,8.0,53.55,Retained,Excellent (>4)
C1401,Naveen Gupta Solutions,Finance,India,Bengaluru,80.0,2024-03-15,Events,342.28,10.0,27.0,10.0,3975.0,2021.3,4.0,5.25,33.975,Churned,Excellent (>4)
C1402,Rohan Reddy Industries,Manufacturing,India,Chennai,35.0,2024-12-03,Partner,262.68,5.0,13.0,10.0,849.0,74.1,3.0,6.666666666666667,55.5,Churned,Excellent (>4)
C1403,Sai Khan Labs,Media,India,Chennai,35.0,2024-08-15,Organic Search,278.6,6.0,81.0,58.0,4055.0,1043.2,4.0,6.75,34.425,Retained,Excellent (>4)
C1404,Rahul Nair Labs,Logistics,India,Mumbai,35.0,2024-03-08,Partner,778.44,8.0,97.0,62.0,21353.0,2800.1,4.0,6.5,24.049999999999997,Retained,Excellent (>4)
C1405,Deepak Gupta Labs,Retail,India,Chennai,35.0,2024-04-08,Outbound,246.76,4.0,40.0,26.0,5040.0,1807.8,1.0,6.0,29.5,Churned,Excellent (>4)
C1406,Vihaan Joshi Group,Education,UK,London,35.0,2024-04-19,Organic Search,278.6,6.0,56.0,28.0,6046.0,2000.8,5.0,6.0,28.459999999999997,Retained,Excellent (>4)
C1407,Meera Gupta Labs,Logistics,India,Hyderabad,80.0,2024-10-23,Partner,738.52,7.0,58.0,37.0,5500.0,712.9,2.0,6.5,17.65,Retained,Excellent (>4)
C1408,Aarav Reddy Labs,Finance,India,Delhi,12.0,2023-10-21,Events,68.6,6.0,115.0,63.0,18026.0,3963.7,3.0,5.333333333333333,32.83333333333333,Retained,Excellent (>4)
C1409,Saanvi Iyer Industries,Unknown,USA,Boston,80.0,2023-05-22,Organic Search,68.6,6.0,77.0,46.0,6868.0,1414.0,2.0,8.5,6.1,Churned,Excellent (>4)
C1410,Isha Khan Technologies,Media,India,Hyderabad,12.0,2024-03-18,Organic Search,326.36,9.0,62.0,37.0,1973.0,835.7,2.0,5.0,35.2,Churned,Excellent (>4)
C1411,Saanvi Verma Technologies,Education,India,Chennai,150.0,2025-01-07,Organic Search,262.68,5.0,0.0,0.0,0.0,0.0,5.0,6.0,60.2,Retained,Excellent (>4)
C1412,Farhan Verma Solutions,Manufacturing,India,Delhi,1200.0,2024-05-15,Referral,2534.8,17.0,38.0,19.0,6903.0,1136.6,1.0,6.0,70.0,Churned,Excellent (>4)
C1413,Kiara Joshi Solutions,Finance,India,Bengaluru,80.0,2023-09-11,Organic Search,246.76,4.0,113.0,57.0,20979.0,3694.6,3.0,7.666666666666667,32.06666666666667,Retained,Excellent (>4)
C1414,Zoya Joshi Solutions,Education,UK,Manchester,150.0,2023-12-30,Referral,326.36,9.0,78.0,43.0,4052.0,1057.6,4.0,4.5,21.1,Churned,Excellent (>4)
C1415,Sneha Rao Group,Retail,Singapore,Singapore,12.0,2024-02-12,Events,778.44,8.0,92.0,51.0,16485.0,2493.7,3.0,4.333333333333333,41.800000000000004,Retained,Excellent (>4)
C1416,Sneha Sharma Systems,Healthcare,USA,Austin,400.0,2023-01-04,Partner,658.68,5.0,410.0,204.0,34294.0,6123.9,4.0,3.75,31.7,Retained,Good (>3–4)
C1417,Naveen Patel Technologies,Healthcare,India,Chennai,80.0,2023-04-07,Events,326.36,9.0,15.0,5.0,4770.0,308.5,4.0,5.0,43.974999999999994,Churned,Excellent (>4)
C1418,Naveen Patel Technologies,Manufacturing,India,Delhi,80.0,2023-12-17,Partner,326.36,9.0,96.0,55.0,16747.0,3222.6,1.0,2.0,55.7,Retained,Low (≤2)
C1419,Diya Nair Industries,Manufacturing,UK,London,150.0,2024-11-29,Organic Search,294.52,7.0,33.0,22.0,2478.0,372.9,1.0,8.0,49.8,Retained,Excellent (>4)
C1420,Arun Gupta Technologies,Healthcare,USA,Seattle,3000.0,2023-03-07,Organic Search,278.6,6.0,120.0,59.0,24182.0,4839.6,3.0,6.333333333333333,22.433333333333334,Retained,Excellent (>4)
