CustomerID,CompanyName,Total_MRR,Total_Seats,Total_Logins,Average_ActiveUsers,Total_SessionMinutes,Total_APICalls,Ticket_Count,Average_Satisfaction,Low_Login_Risk,Low_ActiveUser_Risk,Low_Session_Risk,High_Ticket_Risk,Low_Satisfaction_Risk,Risk_Score,Risk_Level,Risk_Rank
C1379,Pooja Rao Labs,60.76,4.0,153.0,8.272727272727273,2762.1,17385.0,6.0,6.833333333333333,0,0,0,1,0,1,Low Risk,381
C1134,Tara Reddy Industries,56.84,3.0,453.0,9.666666666666666,5905.8,31979.0,6.0,5.666666666666667,0,0,0,1,0,1,Low Risk,382
C1030,Rohan Bose Solutions,2458.36,9.0,396.0,11.0,5676.0,16297.0,2.0,6.0,0,0,0,0,0,0,Low Risk,383
C1204,Aman Reddy Systems,2338.44,8.0,333.0,8.782608695652174,6215.1,23455.0,3.0,5.666666666666667,0,0,0,0,0,0,Low Risk,384
C1102,Deepak Iyer Solutions,2218.52,7.0,329.0,8.227272727272727,5287.599999999999,27520.0,2.0,6.5,0,0,0,0,0,0,Low Risk,385
C1241,Rohan Iyer Group,2098.6,6.0,201.0,6.9411764705882355,2877.0,19031.0,1.0,6.0,0,0,0,0,0,0,Low Risk,386
C1121,Ishaan Singh Group,1858.76,4.0,361.0,9.047619047619047,5596.4,16589.0,3.0,6.0,0,0,0,0,0,0,Low Risk,387
C1275,Nikita Verma Technologies,1499.0,1.0,139.0,7.0,2475.4,11043.0,2.0,7.0,0,0,0,0,0,0,Low Risk,388
C1008,Nikita Gupta Solutions,818.36,9.0,155.0,9.454545454545455,2882.3,23906.0,2.0,7.5,0,0,0,0,0,0,Low Risk,389
C1374,Ananya Joshi Industries,778.44,8.0,182.0,6.846153846153846,2841.3,16074.0,3.0,6.333333333333333,0,0,0,0,0,0,Low Risk,390
C1105,Riya Gupta Labs,698.6,6.0,218.0,5.0,6135.1,40850.0,2.0,6.5,0,0,0,0,0,0,Low Risk,391
C1246,Aditya Sharma Group,618.76,4.0,212.0,13.636363636363637,2650.9,14175.0,2.0,7.5,0,0,0,0,0,0,Low Risk,392
C1187,Pooja Gupta Group,578.84,3.0,209.0,12.2,2975.9,18117.0,2.0,5.5,0,0,0,0,0,0,Low Risk,393
C1262,Arun Joshi Group,342.28,10.0,145.0,9.555555555555555,2173.6,6602.0,3.0,6.0,0,0,0,0,0,0,Low Risk,394
C1266,Arun Nair Systems,342.28,10.0,315.0,9.777777777777779,4693.3,20437.0,3.0,7.0,0,0,0,0,0,0,Low Risk,395
C1019,Deepak Nair Labs,326.36,9.0,149.0,8.11111111111111,2472.2999999999997,8711.0,2.0,5.5,0,0,0,0,0,0,Low Risk,396
C1061,Isha Gupta Group,310.44,8.0,266.0,8.31578947368421,5155.2,16514.0,2.0,6.5,0,0,0,0,0,0,Low Risk,397
C1314,Isha Joshi Industries,310.44,8.0,328.0,7.541666666666667,6332.6,27367.0,2.0,6.0,0,0,0,0,0,0,Low Risk,398
C1331,Krishna Bose Industries,310.44,8.0,162.0,5.117647058823529,2798.7999999999997,11401.0,2.0,5.5,0,0,0,0,0,0,Low Risk,399
C1376,Vivaan Khan Systems,310.44,8.0,390.0,12.473684210526315,4472.3,18075.0,1.0,7.0,0,0,0,0,0,0,Low Risk,400
C1171,Aditya Khan Industries,294.52,8.0,270.0,9.642857142857142,3424.1,20380.0,0.0,0.0,0,0,0,0,0,0,Low Risk,401
C1345,Rahul Gupta Group,294.52,5.0,260.0,11.727272727272727,2910.7,7106.0,2.0,7.5,0,0,0,0,0,0,Low Risk,402
C1300,Krishna Sharma Solutions,278.6,6.0,380.0,12.052631578947368,4866.2,34583.0,3.0,6.666666666666667,0,0,0,0,0,0,Low Risk,403
C1393,Sneha Bose Technologies,278.6,6.0,335.0,12.2,3897.7,12121.0,3.0,6.333333333333333,0,0,0,0,0,0,Low Risk,404
C1344,Naveen Verma Technologies,262.68,5.0,327.0,10.588235294117647,4157.9,19815.0,2.0,8.0,0,0,0,0,0,0,Low Risk,405
C1357,Saanvi Menon Labs,262.68,5.0,233.0,5.583333333333333,5955.8,27064.0,3.0,6.333333333333333,0,0,0,0,0,0,Low Risk,406
C1226,Ishaan Patel Industries,246.76,4.0,159.0,4.7,4647.5,31828.0,1.0,9.0,0,0,0,0,0,0,Low Risk,407
C1231,Aditya Patel Group,246.76,4.0,200.0,8.0,3253.0,10884.0,2.0,5.5,0,0,0,0,0,0,Low Risk,408
C1128,Sneha Rao Industries,88.2,11.0,325.0,11.6875,3862.2,29390.0,2.0,6.5,0,0,0,0,0,0,Low Risk,409
C1340,Zoya Joshi Technologies,88.2,11.0,167.0,10.5,2544.1,12606.0,2.0,6.5,0,0,0,0,0,0,Low Risk,410
C1060,Aarav Reddy Systems,80.36,9.0,385.0,12.444444444444445,4374.7,31791.0,2.0,5.5,0,0,0,0,0,0,Low Risk,411
C1069,Aadhya Joshi Systems,80.36,9.0,262.0,8.294117647058824,4548.9,17132.0,2.0,7.5,0,0,0,0,0,0,Low Risk,412
C1130,Nikita Iyer Technologies,80.36,9.0,181.0,10.8,2618.8,18465.0,3.0,8.333333333333334,0,0,0,0,0,0,Low Risk,413
C1268,Deepak Patel Industries,80.36,9.0,248.0,8.529411764705882,5012.1,15619.0,1.0,9.0,0,0,0,0,0,0,Low Risk,414
C1057,Reyansh Joshi Industries,76.44,8.0,260.0,9.714285714285714,3077.1,14388.0,1.0,9.0,0,0,0,0,0,0,Low Risk,415
C1347,Deepak Khan Solutions,72.52,7.0,260.0,9.571428571428571,3277.2,19501.0,0.0,0.0,0,0,0,0,0,0,Low Risk,416
C1108,Saanvi Joshi Systems,68.6,6.0,319.0,8.125,5954.4,14818.0,2.0,8.5,0,0,0,0,0,0,Low Risk,417
C1191,Sai Patel Industries,68.6,6.0,246.0,10.076923076923077,3241.4,13042.0,2.0,6.5,0,0,0,0,0,0,Low Risk,418
C1042,Meera Iyer Industries,60.76,4.0,311.0,9.15,5197.9,33162.0,3.0,6.0,0,0,0,0,0,0,Low Risk,419
C1168,Aditya Joshi Solutions,56.84,3.0,318.0,10.933333333333334,3954.2,12269.0,2.0,6.5,0,0,0,0,0,0,Low Risk,420
