CustomerID,CompanyName,Industry,Country,City,EmployeeCount,SignupDate,AcquisitionChannel,Total_MRR,Average_MRR,Total_Seats,Subscription_Count,Total_Logins,Average_ActiveUsers,Total_APICalls,Total_SessionMinutes,Usage_Records,Ticket_Count,Average_ResolutionHours,Average_Satisfaction,Tenure_Months,Revenue_Per_Seat,Tickets_Per_Month,Usage_Trend,MRR_Outlier,Seats_Outlier,Login_Outlier,Tickets_Outlier
C1210,Deepak Patel Technologies,Healthcare,India,Delhi,1200.0,2023-12-29,Events,56.84,56.84,3.0,1,36.0,2.25,5247.0,972.7,8.0,3.0,17.366666666666667,5.0,28.12,18.94666666666667,0.10668563300142248,Decreasing,False,False,False,False
C1211,Krishna Iyer Solutions,Retail,India,Mumbai,1200.0,2024-10-13,Events,294.52,294.52,7.0,1,52.0,8.333333333333334,3102.0,1011.4,3.0,1.0,57.9,5.0,18.63,42.074285714285715,0.05367686527106817,Increasing,False,False,False,False
C1212,Sai Verma Solutions,Retail,India,Mumbai,80.0,2023-06-27,Events,538.92,538.92,2.0,1,185.0,5.578947368421052,21498.0,4957.6,19.0,4.0,32.825,7.5,34.2,269.46,0.11695906432748537,Decreasing,False,False,False,False
C1213,Nikita Verma Labs,Retail,India,Delhi,12.0,2024-11-28,Events,214.92,214.92,2.0,1,17.0,6.5,826.0,435.3,2.0,1.0,44.3,6.0,17.12,107.46,0.05841121495327103,Increasing,False,False,False,False
C1214,Sneha Sharma Technologies,Logistics,India,Pune,80.0,2024-11-17,Outbound,405.96,405.96,14.0,1,31.0,9.5,4733.0,505.5,2.0,6.0,33.93333333333333,6.166666666666667,17.48,28.997142857142855,0.34324942791762014,Increasing,False,False,False,False
C1215,Zoya Patel Solutions,Healthcare,UK,Manchester,12.0,2024-08-28,Organic Search,60.76,60.76,4.0,1,18.0,1.2,4925.0,1392.0,5.0,5.0,32.04,5.2,20.14,15.19,0.24826216484607744,Increasing,False,False,False,False
C1216,Nikita Khan Systems,Manufacturing,India,Chennai,150.0,2023-08-25,Paid Ads,76.44,76.44,8.0,1,93.0,2.823529411764706,20645.0,4497.7,17.0,3.0,40.9,5.333333333333333,32.26,9.555,0.09299442033477992,Decreasing,False,False,False,False
C1217,Sai Iyer Industries,Logistics,India,Pune,35.0,2023-03-06,Paid Ads,1858.76,1858.76,4.0,1,159.0,7.916666666666667,10986.0,2178.9,12.0,5.0,34.739999999999995,5.2,37.91,464.69,0.13189132155104194,Decreasing,True,False,False,False
C1218,Reyansh Joshi Group,Education,Singapore,Singapore,12.0,2025-01-19,Paid Ads,84.28,84.28,10.0,1,0.0,0.0,0.0,0.0,0.0,5.0,45.62,5.8,15.41,8.428,0.3244646333549643,No Usage Data,False,False,False,False
C1219,Tara Nair Group,Healthcare,India,Pune,12.0,2023-03-06,Organic Search,160.72,80.36,18.0,2,147.0,4.0,24237.0,4534.8,20.0,2.0,62.05,7.0,37.91,8.928888888888888,0.052756528620416784,Decreasing,False,True,False,False
C1220,Diya Rao Solutions,Logistics,UAE,Abu Dhabi,12.0,2023-02-28,Outbound,658.68,658.68,5.0,1,261.0,6.478260869565218,32557.0,5894.0,23.0,5.0,54.339999999999996,4.6,38.11,131.736,0.13119916032537393,Decreasing,False,False,False,False
C1221,Rahul Gupta Solutions,Education,India,Mumbai,150.0,2023-05-20,Unknown,80.36,80.36,9.0,1,108.0,3.5,15668.0,1797.4,16.0,3.0,26.233333333333334,6.333333333333333,35.45,8.928888888888888,0.0846262341325811,Decreasing,False,False,False,False
C1222,Aarav Verma Labs,Finance,UK,Manchester,80.0,2024-09-13,Outbound,818.36,818.36,9.0,1,53.0,8.75,2364.0,1013.3,4.0,4.0,51.9,4.75,19.61,90.92888888888889,0.2039775624681285,Increasing,False,False,False,False
C1223,Vihaan Joshi Industries,Education,USA,Austin,12.0,2024-08-07,Paid Ads,278.6,278.6,6.0,1,99.0,12.2,5520.0,1334.6999999999998,5.0,2.0,4.1,7.5,20.83,46.43333333333334,0.09601536245799329,Increasing,False,False,False,False
C1224,Isha Patel Technologies,Manufacturing,India,Hyderabad,12.0,2024-02-15,Paid Ads,898.2,898.2,11.0,1,44.0,1.9090909090909092,11157.0,2557.0,11.0,0.0,,,26.54,81.65454545454546,0.0,Increasing,False,False,False,False
C1225,Diya Patel Industries,Logistics,India,Hyderabad,150.0,2023-08-14,Referral,129.36,64.68,10.0,2,171.0,6.117647058823529,23197.0,3609.7,17.0,4.0,39.7,6.25,32.62,12.936000000000002,0.12262415695892091,Decreasing,False,False,False,False
C1226,Ishaan Patel Industries,Education,India,Pune,12.0,2023-05-04,Events,246.76,246.76,4.0,1,159.0,4.7,31828.0,4647.5,20.0,1.0,10.9,9.0,35.97,61.69,0.027800945232137893,Decreasing,False,False,False,False
C1227,Karthik Das Industries,Healthcare,India,Chennai,35.0,2024-04-25,Paid Ads,698.6,698.6,6.0,1,32.0,4.0,5699.0,784.0,5.0,2.0,14.25,6.5,24.24,116.43333333333334,0.08250825082508251,Increasing,False,False,False,False
C1228,Kiara Sharma Solutions,Logistics,India,Chennai,80.0,2023-12-08,Partner,230.84,230.84,3.0,1,16.0,0.45454545454545453,6394.0,1897.8,11.0,3.0,28.666666666666668,4.666666666666667,28.81,76.94666666666667,0.10413051023950018,Decreasing,False,False,False,False
C1229,Farhan Verma Technologies,Media,UK,Manchester,150.0,2024-02-23,Organic Search,72.52,72.52,7.0,1,82.0,4.454545454545454,18424.0,2735.7,11.0,2.0,42.0,1.5,26.28,10.36,0.076103500761035,Increasing,False,False,False,False
C1230,Ishaan Patel Industries,Retail,India,Hyderabad,12.0,2023-07-24,Partner,1009.04,504.52,14.0,2,87.0,2.588235294117647,15356.0,2902.1,17.0,3.0,21.233333333333334,6.666666666666667,33.31,72.07428571428571,0.09006304413089161,Decreasing,False,False,False,False
C1231,Aditya Patel Group,Logistics,USA,Austin,150.0,2023-12-09,Referral,246.76,246.76,4.0,1,200.0,8.0,10884.0,3253.0,13.0,2.0,27.2,5.5,28.78,61.69,0.06949270326615706,Increasing,False,False,False,False
C1232,Rohan Bose Systems,Finance,UK,Manchester,3000.0,2024-10-14,Paid Ads,738.52,738.52,7.0,1,36.0,7.0,4919.0,1080.1,3.0,2.0,64.4,7.0,18.59,105.50285714285714,0.10758472296933835,Increasing,False,False,False,False
C1233,Deepak Patel Labs,Manufacturing,UAE,Dubai,400.0,2024-08-17,Outbound,578.84,578.84,3.0,1,67.0,6.6,3449.0,1336.2,5.0,6.0,18.466666666666665,7.333333333333333,20.5,192.9466666666667,0.2926829268292683,Increasing,False,False,False,False
C1234,Farhan Singh Industries,Manufacturing,UK,London,12.0,2023-05-15,Paid Ads,68.6,68.6,6.0,1,437.0,12.7,31970.0,5174.0,20.0,4.0,38.875,6.0,35.61,11.433333333333332,0.11232799775344005,Decreasing,False,False,True,False
C1235,Vivaan Bose Technologies,Healthcare,India,Mumbai,80.0,2024-06-05,Partner,68.6,68.6,6.0,1,23.0,1.2857142857142858,6153.0,1659.6,7.0,4.0,40.074999999999996,5.5,22.9,11.433333333333332,0.17467248908296945,Increasing,False,False,False,False
C1236,Saanvi Rao Industries,Education,UAE,Dubai,400.0,2023-03-15,Referral,72.52,72.52,7.0,1,33.0,4.2,1702.0,653.5,5.0,8.0,39.475,5.5,37.61,10.36,0.2127093858016485,Decreasing,False,False,False,True
C1237,Arun Rao Systems,Logistics,India,Pune,150.0,2024-07-20,Outbound,358.2,358.2,11.0,1,147.0,11.5,4833.0,1407.9,6.0,3.0,29.0,7.333333333333333,21.42,32.56363636363636,0.1400560224089636,Increasing,False,False,False,False
C1238,Tara Gupta Technologies,Media,UK,Manchester,35.0,2023-05-23,Organic Search,88.2,88.2,11.0,1,138.0,3.7,15363.0,3540.7,20.0,2.0,64.1,4.0,35.35,8.018181818181818,0.056577086280056574,Decreasing,False,False,False,False
C1239,Pooja Nair Solutions,Manufacturing,UK,Manchester,150.0,2023-05-30,Events,1738.84,1738.84,3.0,1,39.0,4.0,3607.0,753.3,4.0,5.0,34.019999999999996,6.4,35.12,579.6133333333333,0.14236902050113895,Decreasing,True,False,False,False
C1240,Aadhya Gupta Group,Finance,Singapore,Singapore,80.0,2025-01-12,Organic Search,64.68,64.68,5.0,1,0.0,0.0,0.0,0.0,0.0,2.0,48.05,5.5,15.64,12.936000000000002,0.1278772378516624,No Usage Data,False,False,False,False
C1241,Rohan Iyer Group,Healthcare,India,Chennai,1200.0,2023-07-05,Paid Ads,2098.6,2098.6,6.0,1,201.0,6.9411764705882355,19031.0,2877.0,17.0,1.0,47.0,6.0,33.94,349.76666666666665,0.029463759575721865,Decreasing,True,False,False,False
C1242,Deepak Bose Group,Finance,India,Hyderabad,35.0,2024-11-12,Outbound,2648.88,1324.44,16.0,2,7.0,1.5,2842.0,584.8,2.0,3.0,18.400000000000002,5.333333333333333,17.64,165.555,0.17006802721088435,Increasing,True,True,False,False
C1243,Aditya Patel Solutions,Media,UAE,Dubai,150.0,2023-12-03,Paid Ads,64.68,64.68,5.0,1,247.0,11.23076923076923,5532.0,3747.0,13.0,2.0,43.4,5.0,28.98,12.936000000000002,0.06901311249137336,Increasing,False,False,False,False
C1244,Myra Sharma Industries,Media,India,Delhi,150.0,2024-11-20,Referral,72.52,72.52,7.0,1,10.0,3.0,3173.0,382.8,2.0,2.0,30.8,5.0,17.38,10.36,0.11507479861910243,Increasing,False,False,False,False
C1245,Aadhya Sharma Labs,Logistics,India,Pune,150.0,2024-12-08,Organic Search,84.28,84.28,10.0,1,8.0,6.0,515.0,135.0,1.0,7.0,33.42857142857143,5.142857142857143,16.79,8.428,0.4169148302561048,Increasing,False,False,False,False
C1246,Aditya Sharma Group,Finance,UAE,Abu Dhabi,80.0,2024-02-13,Organic Search,618.76,618.76,4.0,1,212.0,13.636363636363637,14175.0,2650.9,11.0,2.0,45.400000000000006,7.5,26.61,154.69,0.0751597143930853,Increasing,False,False,False,False
C1247,Karthik Sharma Technologies,Manufacturing,UK,Manchester,1200.0,2024-08-23,Partner,738.52,738.52,7.0,1,52.0,6.4,6475.0,1606.8,5.0,5.0,40.22,4.6,20.3,105.50285714285714,0.24630541871921183,Increasing,False,False,False,False
C1248,Farhan Bose Solutions,Media,UAE,Abu Dhabi,400.0,2024-04-18,Paid Ads,738.52,738.52,7.0,1,118.0,8.666666666666666,4751.0,2053.2,9.0,2.0,30.099999999999998,5.5,24.47,105.50285714285714,0.08173273395995097,Increasing,False,False,False,False
C1249,Ananya Singh Solutions,Manufacturing,USA,Boston,150.0,2023-04-12,Organic Search,698.6,698.6,6.0,1,287.0,7.0476190476190474,28405.0,5274.0,21.0,4.0,35.65,5.5,36.7,116.43333333333334,0.108991825613079,Decreasing,False,False,False,False
C1250,Sai Rao Industries,Finance,India,Hyderabad,1200.0,2024-01-20,Partner,1978.68,1978.68,5.0,1,149.0,6.166666666666667,15122.0,3044.2,12.0,5.0,37.32000000000001,5.6,27.4,395.736,0.18248175182481752,Increasing,True,False,False,False
C1251,Diya Khan Group,Logistics,Singapore,Singapore,80.0,2023-03-19,Paid Ads,818.36,818.36,9.0,1,173.0,4.636363636363637,21096.0,5475.3,22.0,3.0,42.56666666666666,5.0,37.48,90.92888888888889,0.080042689434365,Decreasing,False,False,False,False
C1252,Meera Sharma Industries,Media,UK,Manchester,12.0,2023-07-22,Organic Search,2098.6,2098.6,6.0,1,125.0,3.2222222222222223,11778.0,2571.1,18.0,3.0,43.06666666666666,4.0,33.38,349.76666666666665,0.08987417615338525,Decreasing,True,False,False,False
C1253,Karthik Rao Solutions,Media,India,Hyderabad,35.0,2024-06-01,Organic Search,156.8,78.4,17.0,2,42.0,3.0,5143.0,1055.7,7.0,8.0,32.85,6.25,23.03,9.223529411764707,0.34737299174989145,Increasing,False,True,False,True
C1254,Rohan Nair Technologies,Education,USA,Boston,35.0,2023-04-19,Organic Search,310.44,310.44,8.0,1,164.0,4.238095238095238,25481.0,4801.8,21.0,4.0,39.75,5.0,36.47,38.805,0.10967918837400603,Decreasing,False,False,False,False
C1255,Riya Joshi Labs,Healthcare,India,Mumbai,12.0,2024-10-25,Referral,310.44,310.44,8.0,1,3.0,0.0,1816.0,536.9,3.0,1.0,70.2,8.0,18.23,38.805,0.05485463521667581,Increasing,False,False,False,False
C1256,Sai Gupta Technologies,Media,UK,London,35.0,2024-03-30,Events,1978.68,1978.68,5.0,1,102.0,5.3,12317.0,2675.6,10.0,4.0,45.0,4.75,25.1,395.736,0.1593625498007968,Increasing,True,False,False,False
C1257,Vihaan Patel Solutions,Manufacturing,India,Chennai,35.0,2023-11-18,Partner,1858.76,1858.76,4.0,1,30.0,3.0,2143.0,519.1,4.0,5.0,28.160000000000004,5.2,29.47,464.69,0.16966406515100102,Decreasing,True,False,False,False
C1258,Myra Verma Technologies,Media,UK,Manchester,150.0,2024-02-27,Organic Search,658.68,658.68,5.0,1,12.0,0.6,5646.0,743.7,5.0,1.0,26.1,7.0,26.15,131.736,0.03824091778202677,Decreasing,False,False,False,False
C1259,Priya Reddy Systems,Manufacturing,India,Delhi,80.0,2024-10-31,Paid Ads,778.44,778.44,8.0,1,65.0,15.333333333333334,2354.0,845.8,3.0,1.0,27.6,6.0,18.04,97.305,0.05543237250554324,Increasing,False,False,False,False
C1260,Meera Iyer Technologies,Finance,India,Bengaluru,80.0,2023-06-11,Referral,818.36,818.36,7.0,1,191.0,5.315789473684211,27285.0,5048.2,19.0,4.0,47.8,6.25,34.72,116.90857142857143,0.1152073732718894,Decreasing,False,False,False,False
C1261,Reyansh Menon Labs,Retail,India,Delhi,150.0,2024-03-07,Outbound,1978.68,1978.68,5.0,1,57.0,7.75,8191.0,345.2,4.0,3.0,31.333333333333332,5.0,25.85,395.736,0.11605415860735009,Decreasing,True,False,False,False
C1262,Arun Joshi Group,Retail,UK,London,150.0,2024-04-09,Paid Ads,342.28,342.28,10.0,1,145.0,9.555555555555555,6602.0,2173.6,9.0,3.0,38.233333333333334,6.0,24.77,34.227999999999994,0.12111425111021397,Increasing,False,False,False,False
C1263,Deepak Reddy Industries,Media,India,Bengaluru,80.0,2025-01-05,Paid Ads,2338.44,2338.44,8.0,1,0.0,0.0,0.0,0.0,0.0,1.0,59.4,4.0,15.87,292.305,0.06301197227473221,No Usage Data,True,False,False,False
C1264,Aarav Nair Solutions,Education,India,Mumbai,35.0,2024-07-05,Referral,698.6,698.6,6.0,1,120.0,9.666666666666666,5937.0,1495.0,6.0,5.0,29.339999999999996,6.4,21.91,116.43333333333334,0.22820629849383842,Increasing,False,False,False,False
C1265,Aditya Reddy Solutions,Retail,UK,London,3000.0,2023-10-23,Events,294.52,294.52,7.0,1,63.0,2.2666666666666666,12507.0,3705.8,15.0,4.0,45.25,3.25,30.32,42.074285714285715,0.13192612137203166,Decreasing,False,False,False,False
C1266,Arun Nair Systems,Education,UAE,Abu Dhabi,80.0,2023-07-04,Paid Ads,342.28,342.28,10.0,1,315.0,9.777777777777779,20437.0,4693.3,18.0,3.0,44.53333333333333,7.0,33.97,34.227999999999994,0.08831321754489256,Decreasing,False,False,False,False
C1267,Nikita Rao Industries,Retail,India,Hyderabad,150.0,2023-11-09,Organic Search,2098.6,2098.6,6.0,1,39.0,3.6666666666666665,3648.0,589.0,6.0,5.0,38.980000000000004,5.6,29.76,349.76666666666665,0.16801075268817203,Decreasing,True,False,False,False
C1268,Deepak Patel Industries,Healthcare,India,Delhi,1200.0,2023-08-21,Organic Search,80.36,80.36,9.0,1,248.0,8.529411764705882,15619.0,5012.1,17.0,1.0,16.2,9.0,32.39,8.928888888888888,0.030873726458783574,Decreasing,False,False,False,False
C1269,Aadhya Patel Solutions,Healthcare,India,Pune,80.0,2024-01-16,Organic Search,294.52,294.52,7.0,1,84.0,3.6666666666666665,8242.0,2310.9,12.0,4.0,43.075,4.0,27.53,42.074285714285715,0.1452960406828914,Decreasing,False,False,False,False
C1270,Farhan Menon Group,Logistics,India,Mumbai,150.0,2024-06-22,Partner,294.52,294.52,7.0,1,114.0,9.857142857142858,7061.0,1771.6,7.0,3.0,30.23333333333333,4.333333333333333,22.34,42.074285714285715,0.13428827215756492,Increasing,False,False,False,False
C1271,Myra Gupta Industries,Retail,India,Bengaluru,400.0,2024-12-11,Paid Ads,294.52,294.52,7.0,1,18.0,14.0,5502.0,424.2,1.0,1.0,4.1,6.0,16.69,42.074285714285715,0.059916117435590166,Increasing,False,False,False,False
C1272,Pooja Joshi Industries,Finance,UK,London,80.0,2024-04-25,Paid Ads,2218.52,2218.52,7.0,1,38.0,1.6666666666666667,10902.0,2523.5,9.0,5.0,36.839999999999996,4.8,24.24,316.93142857142857,0.2062706270627063,Increasing,True,False,False,False
C1273,Ananya Menon Systems,Manufacturing,India,Delhi,150.0,2023-03-25,Partner,818.36,818.36,9.0,1,175.0,3.772727272727273,33715.0,5628.7,22.0,2.0,61.1,4.5,37.29,90.92888888888889,0.053633681952266025,Decreasing,False,False,False,False
C1274,Aadhya Khan Systems,Finance,UAE,Abu Dhabi,80.0,2024-10-06,Events,342.28,342.28,10.0,1,31.0,3.0,1180.0,638.4000000000001,3.0,2.0,46.55,2.0,18.86,34.227999999999994,0.10604453870625663,Increasing,False,False,False,False
C1275,Nikita Verma Technologies,Logistics,UAE,Abu Dhabi,35.0,2023-09-06,Paid Ads,1499.0,1499.0,1.0,1,139.0,7.0,11043.0,2475.4,13.0,2.0,21.65,7.0,31.87,1499.0,0.06275494195167869,Decreasing,False,False,False,False
C1276,Myra Reddy Industries,Logistics,Singapore,Singapore,1200.0,2024-06-23,Unknown,246.76,246.76,4.0,1,55.0,6.2,4277.0,980.6,5.0,4.0,4.65,7.0,22.31,61.69,0.17929179740026896,Increasing,False,False,False,False
C1277,Kiara Gupta Industries,Logistics,UAE,Dubai,3000.0,2023-01-19,Paid Ads,294.52,294.52,8.0,1,89.0,2.1578947368421053,16519.0,3345.1,19.0,3.0,55.76666666666667,5.666666666666667,39.42,36.815,0.076103500761035,Decreasing,False,False,False,False
C1278,Meera Sharma Industries,Media,UK,London,35.0,2024-02-14,Paid Ads,72.52,72.52,7.0,1,30.0,1.4545454545454546,7009.0,1913.0,11.0,6.0,25.349999999999998,8.0,26.58,10.36,0.22573363431151244,Decreasing,False,False,False,False
C1279,Divya Verma Solutions,Finance,India,Pune,400.0,2024-06-19,Events,80.36,80.36,9.0,1,29.0,1.7142857142857142,3445.0,1172.6,7.0,3.0,23.933333333333334,5.333333333333333,22.44,8.928888888888888,0.1336898395721925,Increasing,False,False,False,False
C1280,Aman Patel Systems,Healthcare,Singapore,Singapore,80.0,2024-04-06,Organic Search,278.6,278.6,6.0,1,160.0,9.333333333333334,11578.0,2001.1,9.0,7.0,33.5,5.0,24.87,46.43333333333334,0.2814636107760354,Increasing,False,False,False,False
C1281,Farhan Das Group,Finance,India,Mumbai,12.0,2024-05-17,Partner,2098.6,2098.6,6.0,1,17.0,0.5,6342.0,1384.6,8.0,2.0,47.95,3.0,23.52,349.76666666666665,0.08503401360544217,Increasing,True,False,False,False
C1282,Nikita Menon Solutions,Healthcare,USA,Boston,12.0,2024-12-03,Partner,1978.68,1978.68,5.0,1,11.0,7.0,333.0,297.4,1.0,5.0,51.279999999999994,5.0,16.95,395.736,0.2949852507374631,Increasing,True,False,False,False
C1283,Kiara Nair Industries,Healthcare,UAE,Dubai,12.0,2023-04-03,Paid Ads,84.28,84.28,10.0,1,109.0,2.2857142857142856,33201.0,5185.6,21.0,1.0,44.2,3.0,36.99,8.428,0.02703433360367667,Decreasing,False,False,False,False
C1284,Zoya Das Group,Retail,India,Pune,400.0,2024-12-27,Organic Search,1978.68,1978.68,5.0,1,23.0,16.0,567.0,301.8,1.0,3.0,40.96666666666667,4.333333333333333,16.16,395.736,0.18564356435643564,Increasing,True,False,False,False
C1285,Isha Verma Solutions,Healthcare,UK,Manchester,400.0,2023-05-19,Partner,778.44,778.44,8.0,1,44.0,0.65,25716.0,5267.7,20.0,2.0,61.0,5.5,35.48,97.305,0.056369785794813984,Decreasing,False,False,False,False
C1286,Krishna Khan Solutions,Media,UK,Manchester,150.0,2023-10-27,Referral,326.36,326.36,9.0,1,108.0,4.266666666666667,15708.0,4471.4,15.0,1.0,1.7,7.0,30.19,36.26222222222222,0.033123550844650546,Decreasing,False,False,False,False
C1287,Farhan Nair Industries,Education,UK,Manchester,35.0,2023-09-09,Organic Search,230.84,230.84,3.0,1,35.0,0.6,9304.0,2185.2,15.0,4.0,49.175,4.25,31.77,76.94666666666667,0.12590494176896444,Decreasing,False,False,False,False
C1288,Kiara Das Labs,Retail,India,Bengaluru,400.0,2024-09-09,Organic Search,1618.92,1618.92,2.0,1,65.0,9.25,4303.0,1241.9,4.0,1.0,16.5,9.0,19.74,809.46,0.050658561296859174,Increasing,False,False,False,False
C1289,Karthik Patel Systems,Healthcare,India,Delhi,1200.0,2023-02-13,Events,262.68,262.68,5.0,1,99.0,2.3043478260869565,18126.0,5878.4,23.0,2.0,35.85,5.0,38.6,52.536,0.05181347150259067,Decreasing,False,False,False,False
C1290,Riya Singh Systems,Manufacturing,UAE,Dubai,1200.0,2023-05-09,Referral,2578.28,2578.28,10.0,1,429.0,13.15,19734.0,5312.5,20.0,4.0,24.025,7.25,35.81,257.82800000000003,0.1117006422786931,Decreasing,True,False,True,False
C1291,Diya Rao Systems,Retail,USA,Seattle,80.0,2024-11-30,Outbound,60.76,60.76,4.0,1,38.0,16.0,1083.0,559.7,2.0,4.0,18.25,7.75,17.05,15.19,0.2346041055718475,Increasing,False,False,False,False
C1292,Divya Sharma Technologies,Healthcare,UAE,Dubai,3000.0,2024-06-08,Paid Ads,262.68,262.68,5.0,1,148.0,13.428571428571429,7588.0,1742.6,7.0,4.0,49.75,5.25,22.8,52.536,0.17543859649122806,Increasing,False,False,False,False
C1293,Tara Joshi Systems,Education,USA,Boston,80.0,2024-06-01,Paid Ads,278.6,278.6,6.0,1,26.0,1.7142857142857142,7099.0,1628.1000000000001,7.0,6.0,25.75,6.0,23.03,46.43333333333334,0.26052974381241856,Increasing,False,False,False,False
C1294,Meera Singh Group,Education,India,Chennai,12.0,2023-07-24,Organic Search,358.2,358.2,11.0,1,54.0,4.0,5014.0,954.1,8.0,4.0,31.5,6.0,33.31,32.56363636363636,0.12008405884118882,Decreasing,False,False,False,False
C1295,Aman Joshi Group,Logistics,India,Bengaluru,80.0,2024-05-05,Outbound,278.6,278.6,6.0,1,34.0,2.375,10257.0,1979.5,8.0,0.0,,,23.92,46.43333333333334,0.0,Increasing,False,False,False,False
C1296,Saanvi Khan Group,Healthcare,India,Hyderabad,12.0,2023-02-12,Partner,658.68,658.68,5.0,1,270.0,7.260869565217392,35849.0,5533.3,23.0,4.0,21.525,7.25,38.63,131.736,0.10354646647683147,Decreasing,False,False,False,False
C1297,Naveen Sharma Technologies,Manufacturing,India,Bengaluru,1200.0,2023-09-16,Partner,698.6,698.6,6.0,1,249.0,8.0625,21600.0,3892.8,16.0,5.0,21.32,5.6,31.54,116.43333333333334,0.15852885225110971,Increasing,False,False,False,False
C1298,Riya Menon Systems,Media,Singapore,Singapore,35.0,2023-04-14,Paid Ads,56.84,56.84,3.0,1,86.0,2.4761904761904763,33580.0,5773.7,21.0,4.0,28.75,6.5,36.63,18.94666666666667,0.1092001092001092,Decreasing,False,False,False,False
C1299,Rahul Iyer Group,Healthcare,UK,London,12.0,2023-08-23,Paid Ads,374.12,374.12,12.0,1,90.0,2.2941176470588234,15257.0,4051.2,17.0,2.0,36.35,6.0,32.33,31.176666666666666,0.06186204763377668,Decreasing,False,False,False,False
C1300,Krishna Sharma Solutions,Retail,India,Hyderabad,150.0,2023-06-19,Paid Ads,278.6,278.6,6.0,1,380.0,12.052631578947368,34583.0,4866.2,19.0,3.0,46.93333333333334,6.666666666666667,34.46,46.43333333333334,0.08705745792222867,Decreasing,False,False,True,False
C1301,Sanjay Verma Industries,Logistics,UK,London,80.0,2023-02-23,Organic Search,230.84,230.84,3.0,1,11.0,0.4,6813.0,812.3000000000001,5.0,2.0,26.4,7.5,38.27,76.94666666666667,0.052260256075254766,Decreasing,False,False,False,False
C1302,Ishaan Singh Industries,Logistics,Singapore,Singapore,150.0,2024-05-13,Organic Search,778.44,778.44,8.0,1,77.0,6.25,8309.0,1825.5,8.0,3.0,48.800000000000004,4.333333333333333,23.65,97.305,0.12684989429175478,Increasing,False,False,False,False
C1303,Farhan Khan Systems,Healthcare,India,Delhi,80.0,2023-08-15,Referral,72.52,72.52,7.0,1,114.0,3.2941176470588234,25160.0,3768.5,17.0,7.0,39.785714285714285,4.857142857142857,32.59,10.36,0.21478981282602022,Decreasing,False,False,False,False
C1304,Karthik Sharma Group,Finance,UK,London,400.0,2023-10-18,Paid Ads,64.68,64.68,5.0,1,67.0,2.6666666666666665,19245.0,3904.9,15.0,4.0,29.3,3.5,30.49,12.936000000000002,0.13119055428009185,Increasing,False,False,False,False
C1305,Ananya Reddy Solutions,Manufacturing,UK,Manchester,400.0,2024-11-01,Organic Search,262.68,262.68,7.0,1,3.0,0.5,1195.0,452.9,2.0,5.0,34.04,4.4,18.0,37.52571428571429,0.2777777777777778,Increasing,False,False,False,False
C1306,Ananya Nair Systems,Media,India,Pune,80.0,2024-06-24,Partner,72.52,72.52,7.0,1,58.0,3.5714285714285716,1996.0,1819.7,7.0,3.0,53.53333333333334,7.0,22.27,10.36,0.1347103726986978,Increasing,False,False,False,False
C1307,Rahul Reddy Technologies,Media,India,Delhi,35.0,2023-09-03,Partner,278.6,278.6,6.0,1,318.0,12.9375,23183.0,3595.7,16.0,4.0,20.65,6.5,31.96,46.43333333333334,0.1251564455569462,Decreasing,False,False,False,False
C1308,Naveen Gupta Labs,Unknown,UK,Manchester,35.0,2024-07-25,Paid Ads,2458.36,2458.36,9.0,1,20.0,1.5,8021.0,1899.9,6.0,1.0,33.5,6.0,21.25,273.1511111111111,0.047058823529411764,Increasing,True,False,False,False
C1309,Diya Gupta Labs,Education,Singapore,Singapore,35.0,2023-02-06,Partner,80.36,80.36,9.0,1,183.0,4.6521739130434785,29738.0,6219.4,23.0,3.0,25.96666666666667,7.333333333333333,38.83,8.928888888888888,0.07725985063095545,Decreasing,False,False,False,False
C1310,Riya Das Technologies,Logistics,UK,Manchester,3000.0,2024-08-25,Partner,778.44,778.44,8.0,1,45.0,4.0,13369.0,1260.3,5.0,3.0,46.133333333333326,4.666666666666667,20.24,97.305,0.1482213438735178,Increasing,False,False,False,False
C1311,Kavya Rao Labs,Education,India,Chennai,80.0,2024-03-25,Partner,64.68,64.68,5.0,1,9.0,0.75,3374.0,688.5,4.0,1.0,32.0,6.0,25.26,12.936000000000002,0.0395882818685669,Decreasing,False,False,False,False
C1312,Saanvi Bose Labs,Logistics,Singapore,Singapore,150.0,2023-12-05,Outbound,326.36,326.36,9.0,1,61.0,2.076923076923077,15900.0,4051.4,13.0,5.0,30.96,5.2,28.91,36.26222222222222,0.17295053614666206,Increasing,False,False,False,False
C1313,Krishna Joshi Solutions,Manufacturing,UK,Manchester,80.0,2023-06-30,Partner,1978.68,1978.68,5.0,1,315.0,9.263157894736842,17519.0,5072.7,19.0,9.0,45.12222222222222,6.0,34.1,395.736,0.26392961876832843,Decreasing,True,False,False,True
C1314,Isha Joshi Industries,Healthcare,UK,London,150.0,2023-01-05,Paid Ads,310.44,310.44,8.0,1,328.0,7.541666666666667,27367.0,6332.6,24.0,2.0,23.799999999999997,6.0,39.88,38.805,0.05015045135406218,Decreasing,False,False,False,False
C1315,Arjun Das Solutions,Manufacturing,India,Pune,35.0,2024-07-13,Organic Search,52.92,52.92,2.0,1,92.0,9.0,7901.0,1652.9,6.0,1.0,26.9,6.0,21.65,26.46,0.046189376443418015,Increasing,False,False,False,False
